datetime,option_type,atm_term_structure
2015-03-31,沽,-0.009200312968118246
2015-03-31,购,-0.013313007077802159
2015-04-01,沽,-0.00549159398596683
2015-04-01,购,-0.01265169431975154
2015-04-02,沽,-0.018151572415769885
2015-04-02,购,-0.025615719936223053
2015-04-03,沽,-0.009508582156633999
2015-04-03,购,-0.012650573421190098
2015-04-07,沽,-0.010680603091208236
2015-04-07,购,-0.0028924253700257753
2015-04-08,沽,0.003199327787896228
2015-04-08,购,0.0009574400078163015
2015-04-09,沽,-0.005463345225649063
2015-04-09,购,-0.007974465534476467
2015-04-10,沽,0.008551090645078918
2015-04-10,购,-0.013782668429198165
2015-04-13,沽,0.006483978059791773
2015-04-13,购,0.006395649457937913
2015-04-14,沽,0.0019355935417357695
2015-04-14,购,0.008542312922609523
2015-04-15,沽,0.003623308077507814
2015-04-15,购,0.0036600810244694693
2015-04-16,沽,0.008866196449629021
2015-04-16,购,0.02222824287381177
2015-04-17,沽,0.007947577789448868
2015-04-17,购,-0.0021578025197446114
2015-04-20,沽,0.027220575015613275
2015-04-20,购,0.04373580949777996
2015-04-21,沽,0.07453449004591746
2015-04-21,购,-0.011479018583797795
2015-04-22,沽,0.09185479195557944
2015-04-22,购,0.003215290106895791
2015-04-23,沽,-0.018274332383082525
2015-04-23,购,-0.017018551643699965
2015-04-24,沽,-0.021432174612439146
2015-04-24,购,-0.03425446529453269
2015-04-27,沽,-0.00895511481747378
2015-04-27,购,-0.0194840192630824
2015-04-28,沽,-0.02031686013639687
2015-04-28,购,-0.006618046205432137
2015-04-29,沽,-0.01821218282390249
2015-04-29,购,-0.020537743143292535
2015-04-30,沽,-0.024733674616968248
2015-04-30,购,-0.016255811172266498
2015-05-04,沽,-0.013242767699120667
2015-05-04,购,-0.0037350283927141516
2015-05-05,沽,-0.012088756363926034
2015-05-05,购,-0.0017722304982378146
2015-05-06,沽,-0.01853941032278686
2015-05-06,购,0.00501911775761259
2015-05-07,沽,-0.007475260684443474
2015-05-07,购,-0.010191671217433312
2015-05-08,沽,-0.003699178891058685
2015-05-08,购,-0.014161047255318238
2015-05-11,沽,0.011015552112199584
2015-05-11,购,0.006338780374237796
2015-05-12,沽,0.008693630119885859
2015-05-12,购,-0.0017141173315285752
2015-05-13,沽,-0.004733870663754303
2015-05-13,购,0.005991052709051925
2015-05-14,沽,0.0036149291352131907
2015-05-14,购,0.013090094582524447
2015-05-15,沽,0.025841616747859446
2015-05-15,购,0.03905149004697031
2015-05-18,沽,0.03267022896065687
2015-05-18,购,0.03829028012340343
2015-05-19,沽,0.016830757951462105
2015-05-19,购,0.006179666768803366
2015-05-20,沽,0.004845208519219646
2015-05-20,购,0.011978841524842293
2015-05-21,沽,0.018750502648084134
2015-05-21,购,0.013228038248245949
2015-05-22,沽,0.01398988137864518
2015-05-22,购,0.015775404291876106
2015-05-25,沽,0.03435977220670286
2015-05-25,购,0.03292095569178628
2015-05-26,沽,0.04374206618564131
2015-05-26,购,0.05395959644440447
2015-05-27,沽,-0.00512193927454554
2015-05-27,购,0.11505584917942994
2015-05-28,沽,-0.03817079699099004
2015-05-28,购,-0.006938890194637659
2015-05-29,沽,-0.025147000089414007
2015-05-29,购,-0.017696552674534283
2015-06-01,沽,-0.009900524341289196
2015-06-01,购,-0.03083343989925741
2015-06-02,沽,-0.01511119386498318
2015-06-02,购,-0.03746954718337058
2015-06-03,沽,-0.026257400592524092
2015-06-03,购,-0.03182830390441445
2015-06-04,沽,-0.031754350934398164
2015-06-04,购,-0.03367603075843755
2015-06-05,沽,-0.042978729344474595
2015-06-05,购,-0.042361514341848885
2015-06-08,沽,-0.025892613680178284
2015-06-08,购,-0.013070391526550157
2015-06-09,沽,-0.04022426154312683
2015-06-09,购,-0.036487091604505764
2015-06-10,沽,-0.023796896339321028
2015-06-10,购,-0.025257299655291506
2015-06-11,沽,-0.040466066816998145
2015-06-11,购,-0.041648945632415627
2015-06-12,沽,-0.026810620806971063
2015-06-12,购,-0.015569098601461407
2015-06-15,沽,-0.0023488042463708837
2015-06-15,购,0.010417646059831542
2015-06-16,沽,-0.0030091806904439687
2015-06-16,购,0.006998494274898742
2015-06-17,沽,-0.010968104565889703
2015-06-17,购,-0.0011762975419126575
2015-06-18,沽,0.0148072274999963
2015-06-18,购,0.03235782540654704
2015-06-19,沽,0.06100882072296816
2015-06-19,购,0.020536550731618454
2015-06-23,沽,0.05651778307895502
2015-06-23,购,0.029850131583606703
2015-06-24,沽,0.10850163944938904
2015-06-24,购,-0.01427185938169807
2015-06-25,沽,-0.014393921156467199
2015-06-25,购,-0.010191236828915573
2015-06-26,沽,-0.028768491967634136
2015-06-26,购,-0.07538756466096887
2015-06-29,沽,-0.0954538935151205
2015-06-29,购,-0.058517958859912546
2015-06-30,沽,-0.0571929702664601
2015-06-30,购,-0.03815130281459297
2015-07-01,沽,-0.04556195937010508
2015-07-01,购,-0.013077069859204316
2015-07-02,沽,-0.04914638054146467
2015-07-02,购,-0.057711676066587766
2015-07-03,沽,-0.042082875593986255
2015-07-03,购,-0.05869770519541502
2015-07-06,沽,-0.04002903395553786
2015-07-06,购,-0.000905351059213777
2015-07-07,沽,-0.0005519885519247203
2015-07-07,购,-0.006356919434181996
2015-07-08,沽,-0.10354308495545275
2015-07-08,购,0.05541519714629013
2015-07-09,沽,-0.04539047387296188
2015-07-09,购,-0.005714610648655338
2015-07-10,沽,-0.07113885254117555
2015-07-10,购,0.004877744653440741
2015-07-13,沽,-0.0373955564779761
2015-07-13,购,0.012950736814376173
2015-07-14,沽,-0.026760406887862492
2015-07-14,购,0.05179567051819598
2015-07-15,沽,-0.013100996980996782
2015-07-15,购,0.10829903214490959
2015-07-16,沽,0.02449234139783904
2015-07-16,购,0.041396292783537146
2015-07-17,沽,0.04433601395241987
2015-07-17,购,0.04226455851063436
2015-07-20,沽,0.0087760393854039
2015-07-20,购,0.03295804712001998
2015-07-21,沽,0.046605368027774055
2015-07-21,购,0.019425585407493378
2015-07-22,沽,0.0393320264214206
2015-07-22,购,0.07220600402679551
2015-07-23,沽,0.029248529823233515
2015-07-23,购,0.02236013295216311
2015-07-24,沽,-0.006017898181970666
2015-07-24,购,0.034689732318308165
2015-07-27,沽,-0.00811045633230396
2015-07-27,购,0.02536714454671967
2015-07-28,沽,-0.011789453694457113
2015-07-28,购,0.0015178205962166791
2015-07-29,沽,-0.02861972069366344
2015-07-29,购,-0.006476496155112599
2015-07-30,沽,-0.03577966255087929
2015-07-30,购,0.03939459286378433
2015-07-31,沽,-0.011435522236412182
2015-07-31,购,0.02014191191736432
2015-08-03,沽,-0.011220927660456109
2015-08-03,购,0.013340778017415882
2015-08-04,沽,0.021769707882319578
2015-08-04,购,0.004488000745236281
2015-08-05,沽,-0.0030824972377583083
2015-08-05,购,-0.005085787758852917
2015-08-06,沽,-4.346316072834089e-06
2015-08-06,购,-0.00727255204840212
2015-08-07,沽,0.0218016728516974
2015-08-07,购,-0.014229665444134098
2015-08-10,沽,0.027922487413193225
2015-08-10,购,0.0028723641121834397
2015-08-11,沽,0.0231481934900531
2015-08-11,购,0.004223067312716322
2015-08-12,沽,0.03495045124718877
2015-08-12,购,0.01738264508409724
2015-08-13,沽,0.02054632226884498
2015-08-13,购,0.006985828969815544
2015-08-14,沽,0.0033197315123297154
2015-08-14,购,0.010370474481273373
2015-08-17,沽,-0.007261492028223193
2015-08-17,购,0.02954354493399059
2015-08-18,沽,-0.027801178302227975
2015-08-18,购,0.033920323459512194
2015-08-19,沽,0.004824414304696855
2015-08-19,购,0.0030542114445824193
2015-08-20,沽,0.03364969000184645
2015-08-20,购,-0.0004879573877026505
2015-08-21,沽,-0.037886981441817985
2015-08-21,购,-0.0026501979716680364
2015-08-24,沽,-0.08090014533777108
2015-08-24,购,-0.09247668310113426
2015-08-25,沽,-0.11065539643572557
2015-08-25,购,-0.12072699302901682
2015-08-26,沽,-0.019512385718151948
2015-08-26,购,0.0268875366557505
2015-08-27,沽,-0.153854809845562
2015-08-27,购,-0.07018860997647916
2015-08-28,沽,-0.09900824601109506
2015-08-28,购,-0.04000422985650788
2015-08-31,沽,-0.0564854786824349
2015-08-31,购,-0.010656184196787133
2015-09-01,沽,-0.008499015543211553
2015-09-01,购,-0.020052211013790705
2015-09-02,沽,-0.03778349963731521
2015-09-02,购,0.006383509164362916
2015-09-07,沽,-0.050168016247773325
2015-09-07,购,-0.025195019784377097
2015-09-08,沽,0.045259342757972956
2015-09-08,购,-0.03151170534793975
2015-09-09,沽,0.01038643233125297
2015-09-09,购,-0.005182119716980138
2015-09-10,沽,0.038889114602228055
2015-09-10,购,0.01646647297515629
2015-09-11,沽,0.040196288511891436
2015-09-11,购,-0.010681471487174249
2015-09-14,沽,-0.031781774836601814
2015-09-14,购,0.04889478809925178
2015-09-15,沽,0.005933354496809584
2015-09-15,购,0.003109373046582187
2015-09-16,沽,0.03966828364300485
2015-09-16,购,0.0045021675972474525
2015-09-17,沽,0.024649156673370087
2015-09-17,购,-0.005615679417239427
2015-09-18,沽,0.05084231611997684
2015-09-18,购,0.017467279850376088
2015-09-21,沽,0.08417787968045935
2015-09-21,购,0.02995066425999361
2015-09-22,沽,0.11114821891725575
2015-09-22,购,0.03765418938034124
2015-09-23,沽,0.012569519659171491
2015-09-23,购,0.07076568612747518
2015-09-24,沽,0.005087638278610046
2015-09-24,购,-0.003242669476746907
2015-09-25,沽,0.018169026429058238
2015-09-25,购,-0.00685543613890936
2015-09-28,沽,0.016172992842497874
2015-09-28,购,0.0023466541194785973
2015-09-29,沽,0.01670849711814929
2015-09-29,购,0.008496339282199469
2015-09-30,沽,0.025311175893030974
2015-09-30,购,0.0010569926427179937
2015-10-08,沽,0.020925277851925606
2015-10-08,购,0.0076812768337168325
2015-10-09,沽,0.03073472244969473
2015-10-09,购,0.010220794486700501
2015-10-12,沽,0.018787096391916495
2015-10-12,购,0.0014766962111943116
2015-10-13,沽,0.011378873890462682
2015-10-13,购,-0.005362185498115504
2015-10-14,沽,0.025371445444440595
2015-10-14,购,0.00419000291555795
2015-10-15,沽,0.02239903270887079
2015-10-15,购,0.005246692937104741
2015-10-16,沽,0.022795096468853533
2015-10-16,购,0.020759258430944477
2015-10-19,沽,0.016095053455548392
2015-10-19,购,0.010578474163913425
2015-10-20,沽,0.0068387127667531135
2015-10-20,购,0.0008385588056535276
2015-10-21,沽,0.0337506553306763
2015-10-21,购,0.0043857158990588535
2015-10-22,沽,0.04639901837497875
2015-10-22,购,-0.0013585537851394075
2015-10-23,沽,0.049564127190549326
2015-10-23,购,0.0156833557112763
2015-10-26,沽,0.05754537110350479
2015-10-26,购,0.00920614782706836
2015-10-27,沽,0.07668478545591478
2015-10-27,购,0.023248138483997934
2015-10-28,沽,0.09514410859696135
2015-10-28,购,-0.0014934466603240492
2015-10-29,沽,-0.004215855057165513
2015-10-29,购,-0.008640120160632588
2015-10-30,沽,0.02317935791849483
2015-10-30,购,0.00013963433330197727
2015-11-02,沽,0.02392630819148463
2015-11-02,购,0.0006065305491586487
2015-11-03,沽,0.028894007341712706
2015-11-03,购,-0.0030627026021431717
2015-11-04,沽,0.020033372143276478
2015-11-04,购,-0.006852402207018213
2015-11-05,沽,0.003081173328874065
2015-11-05,购,-0.014121628574699877
2015-11-06,沽,0.0044767609992059365
2015-11-06,购,-0.02464732031537217
2015-11-09,沽,-0.020268730921466672
2015-11-09,购,-0.03497235800917849
2015-11-10,沽,-0.011603059871871884
2015-11-10,购,0.0031106501427487
2015-11-11,沽,0.018227147840045466
2015-11-11,购,0.006986459743680978
2015-11-12,沽,0.026317065637390495
2015-11-12,购,0.022283462160428136
2015-11-13,沽,0.02347120195319575
2015-11-13,购,0.01837694212604024
2015-11-16,沽,0.02770733862554172
2015-11-16,购,0.014296093155124983
2015-11-17,沽,0.018357489549067053
2015-11-17,购,0.021873520719061103
2015-11-18,沽,0.02131212978594791
2015-11-18,购,0.017236949170303835
2015-11-19,沽,0.0513157888256323
2015-11-19,购,0.021131591014023475
2015-11-20,沽,0.06443449129988998
2015-11-20,购,0.0258546563042805
2015-11-23,沽,0.0584539794112815
2015-11-23,购,0.029065829353705407
2015-11-24,沽,0.07696051162143536
2015-11-24,购,0.04143049047054121
2015-11-25,沽,0.1187594060133029
2015-11-25,购,0.009192844019655136
2015-11-26,沽,0.03274573037678825
2015-11-26,购,0.019862462843497804
2015-11-27,沽,0.010003750340172169
2015-11-27,购,-0.008830600641221747
2015-11-30,沽,0.010397313762230015
2015-11-30,购,0.0004590241038160248
2015-12-01,沽,0.017296868199782312
2015-12-01,购,0.0023332522081530777
2015-12-02,沽,0.014197355235887766
2015-12-02,购,0.014588336281683021
2015-12-03,沽,0.011408394075856499
2015-12-03,购,0.010339805097993801
2015-12-04,沽,0.02209765363492349
2015-12-04,购,-0.0023634868252750824
2015-12-07,沽,0.024115106139457144
2015-12-07,购,-0.00047155072492515994
2015-12-08,沽,0.028320301005558702
2015-12-08,购,0.016275291933806262
2015-12-09,沽,0.03518217739140343
2015-12-09,购,0.009198625097557783
2015-12-10,沽,0.0338879690210748
2015-12-10,购,0.012403602520381233
2015-12-11,沽,0.036127559303407705
2015-12-11,购,0.0054250358028130104
2015-12-14,沽,0.04439296030051446
2015-12-14,购,0.0023942977832151963
2015-12-15,沽,0.05212489539954725
2015-12-15,购,0.01407780600645509
2015-12-16,沽,0.06491400474014394
2015-12-16,购,0.012312789434629923
2015-12-17,沽,0.06559383109260833
2015-12-17,购,0.019915590579965177
2015-12-18,沽,0.06647218263634896
2015-12-18,购,0.037456757030157495
2015-12-21,沽,0.06664874582310638
2015-12-21,购,0.03165536150804374
2015-12-22,沽,0.0807860048260147
2015-12-22,购,0.02792609580042208
2015-12-23,沽,0.1197799234171236
2015-12-23,购,0.07692921797487842
2015-12-24,沽,0.04079818957347821
2015-12-24,购,0.012882040423546185
2015-12-25,沽,0.04872563371101456
2015-12-25,购,0.006464189740816709
2015-12-28,沽,0.04623504502595808
2015-12-28,购,0.010492702926902703
2015-12-29,沽,0.04590325864270327
2015-12-29,购,0.00909076115509735
2015-12-30,沽,0.04655427205233263
2015-12-30,购,0.003620774786784625
2015-12-31,沽,0.04080347842197821
2015-12-31,购,0.00786924204282152
2016-01-04,沽,0.027222693814150357
2016-01-04,购,-0.008954710137061552
2016-01-05,沽,0.01861836234114938
2016-01-05,购,-0.012213569969329994
2016-01-06,沽,0.02110396942112234
2016-01-06,购,0.0057111086590475426
2016-01-07,沽,0.004303710273277606
2016-01-07,购,-0.015440247379120805
2016-01-08,沽,0.03121053960151255
2016-01-08,购,-0.012535154630975764
2016-01-11,沽,0.010066891753834368
2016-01-11,购,-0.036355014238658
2016-01-12,沽,0.01756490988940636
2016-01-12,购,-0.020647087458422524
2016-01-13,沽,0.022965568395897945
2016-01-13,购,-0.029787418053079794
2016-01-14,沽,0.037285789675092634
2016-01-14,购,-0.027332181359902848
2016-01-15,沽,0.041896935575267205
2016-01-15,购,-0.026288846594864072
2016-01-18,沽,0.04761404127577628
2016-01-18,购,-0.012645558654577792
2016-01-19,沽,0.03692617346295901
2016-01-19,购,-0.01207910827743186
2016-01-20,沽,0.03477556402635457
2016-01-20,购,-0.012508126961558171
2016-01-21,沽,0.028480372599645264
2016-01-21,购,-0.005938479401802632
2016-01-22,沽,0.07871360020322289
2016-01-22,购,-0.0014828930080349827
2016-01-25,沽,0.08892011888249617
2016-01-25,购,0.013855079341944987
2016-01-26,沽,0.10108100550043644
2016-01-26,购,0.0040356398256790795
2016-01-27,沽,0.14147789114063164
2016-01-27,购,-0.015167165610356092
2016-01-28,沽,0.015123615366298743
2016-01-28,购,-0.04885135996678226
2016-01-29,沽,0.022501516099842182
2016-01-29,购,-0.03905949678355032
2016-02-01,沽,0.037012478428052206
2016-02-01,购,-0.022436779358849874
2016-02-02,沽,0.04495456724779428
2016-02-02,购,-0.021067592420517832
2016-02-03,沽,0.04075423819021054
2016-02-03,购,-0.020738006581368294
2016-02-04,沽,0.026686473075378515
2016-02-04,购,-0.02243343734308598
2016-02-05,沽,0.018380494247309597
2016-02-05,购,-0.02058128981158216
2016-02-15,沽,0.028781438679889047
2016-02-15,购,-0.005172002751477905
2016-02-16,沽,0.04288738563189472
2016-02-16,购,-0.0014275590931562387
2016-02-17,沽,0.05265159644812385
2016-02-17,购,0.0022695487879831333
2016-02-18,沽,0.040985916266429265
2016-02-18,购,0.007377779903882736
2016-02-19,沽,0.07173687529973274
2016-02-19,购,0.0003421487691170122
2016-02-22,沽,0.07071077444641202
2016-02-22,购,0.010200033961083169
2016-02-23,沽,0.0951870089528984
2016-02-23,购,-0.003514058210552193
2016-02-24,沽,0.08833351632802135
2016-02-24,购,0.035202269339320205
2016-02-25,沽,0.03185041465804302
2016-02-25,购,-0.018857978880846313
2016-02-26,沽,0.03142823165668808
2016-02-26,购,-0.011354903110280206
2016-02-29,沽,0.01778838933873018
2016-02-29,购,-0.019188229141531753
2016-03-01,沽,0.03352694473276257
2016-03-01,购,-0.0095478205434191
2016-03-02,沽,0.030427995419522853
2016-03-02,购,-0.016701876576207995
2016-03-03,沽,0.025491210047542262
2016-03-03,购,-0.02463973082608225
2016-03-04,沽,0.029455843428860685
2016-03-04,购,-0.013087773982758334
2016-03-07,沽,0.03494562120526685
2016-03-07,购,-0.02631788650445352
2016-03-08,沽,0.04222185300593067
2016-03-08,购,-0.019264827346841713
2016-03-09,沽,0.022323979370496728
2016-03-09,购,-0.009052237268518495
2016-03-10,沽,0.03228088030266097
2016-03-10,购,-0.03417563395785951
2016-03-11,沽,0.02593283355466608
2016-03-11,购,-0.022359010570953092
2016-03-14,沽,0.0376716396849748
2016-03-14,购,-0.028928396880449504
2016-03-15,沽,0.030736835414116752
2016-03-15,购,-0.007796843970442552
2016-03-16,沽,0.013409318444055972
2016-03-16,购,-0.005032569785333329
2016-03-17,沽,0.057522896444534496
2016-03-17,购,-0.012577794144745367
2016-03-18,沽,0.04861415496227035
2016-03-18,购,-0.022484707538999203
2016-03-21,沽,0.040130288611776456
2016-03-21,购,-0.004748822085904866
2016-03-22,沽,0.06104515988442272
2016-03-22,购,0.01849865044049063
2016-03-23,沽,0.09221078954445652
2016-03-23,购,-0.011457426329566886
2016-03-24,沽,0.01194104920488553
2016-03-24,购,-0.014451940790048454
2016-03-25,沽,0.021221713538350902
2016-03-25,购,-0.013492700335234586
2016-03-28,沽,0.025279474927307977
2016-03-28,购,-0.01122338891527038
2016-03-29,沽,0.03138968264297074
2016-03-29,购,-0.0115171332389089
2016-03-30,沽,0.030606769890728986
2016-03-30,购,-0.012961798178547573
2016-03-31,沽,0.021809649454631465
2016-03-31,购,-0.016734974474277582
2016-04-01,沽,0.026584722208825635
2016-04-01,购,-0.01674192356495891
2016-04-05,沽,0.02939021987035888
2016-04-05,购,-0.01484364414499755
2016-04-06,沽,0.03283430462769165
2016-04-06,购,-0.010561995688615397
2016-04-07,沽,0.03338255433259281
2016-04-07,购,-0.012428630143265418
2016-04-08,沽,0.03492977124215983
2016-04-08,购,-0.014480124527413454
2016-04-11,沽,0.03266219128259276
2016-04-11,购,-0.0107019451951363
2016-04-12,沽,0.03521495867911621
2016-04-12,购,-0.012555861599692724
2016-04-13,沽,0.027688243816437176
2016-04-13,购,-0.013125827787836173
2016-04-14,沽,0.02689385867070727
2016-04-14,购,-0.013199076124845183
2016-04-15,沽,0.0246471576008305
2016-04-15,购,-0.000680299563405054
2016-04-18,沽,0.03339089161278312
2016-04-18,购,-0.005691816110390222
2016-04-19,沽,0.03226212077522154
2016-04-19,购,0.0001688960061999978
2016-04-20,沽,0.031695679665649665
2016-04-20,购,0.008614730611847341
2016-04-21,沽,0.03945937701098389
2016-04-21,购,0.0025484719135651064
2016-04-22,沽,0.04819378296884468
2016-04-22,购,0.013635961593964126
2016-04-25,沽,0.04671981087960192
2016-04-25,购,0.012778779146913274
2016-04-26,沽,0.05506500476514433
2016-04-26,购,0.017022532717473737
2016-04-27,沽,0.07790836696789771
2016-04-27,购,0.038006281499537865
2016-04-28,沽,-0.001050197571739802
2016-04-28,购,0.006931109087416665
2016-04-29,沽,-0.006655683329822536
2016-04-29,购,0.0029490841418065936
2016-05-03,沽,0.001158106192665237
2016-05-03,购,0.0062638361883597705
2016-05-04,沽,-0.007247875271875562
2016-05-04,购,0.0010389403711535974
2016-05-05,沽,-0.005616129077698693
2016-05-05,购,0.0017477076298481873
2016-05-06,沽,-0.00516402331909688
2016-05-06,购,-0.0006189372204619378
2016-05-09,沽,-0.005442595633172731
2016-05-09,购,0.0044564729475738
2016-05-10,沽,0.00305187792426517
2016-05-10,购,0.008257920132509594
2016-05-11,沽,-0.00465268316421576
2016-05-11,购,0.010832130144568092
2016-05-12,沽,0.00262227555158475
2016-05-12,购,0.008116089457009264
2016-05-13,沽,0.0014320500380270136
2016-05-13,购,0.0050038325796595414
2016-05-16,沽,0.003914213065173583
2016-05-16,购,0.008482797220007242
2016-05-17,沽,0.004271259625440161
2016-05-17,购,0.010795040643052442
2016-05-18,沽,-0.002637869735531199
2016-05-18,购,0.009183070951367042
2016-05-19,沽,0.007783810475533554
2016-05-19,购,0.021696115905166832
2016-05-20,沽,0.0040775861257792674
2016-05-20,购,0.012503822554316691
2016-05-23,沽,0.017068874594323855
2016-05-23,购,0.01623959591114975
2016-05-24,沽,0.018047241620906485
2016-05-24,购,0.01711065800693847
2016-05-25,沽,0.01745130904587132
2016-05-25,购,0.021488946527937158
2016-05-26,沽,-0.008593121790318336
2016-05-26,购,0.006046228701628839
2016-05-27,沽,-0.0074164412591161
2016-05-27,购,0.006558993560758301
2016-05-30,沽,-0.010563712728519104
2016-05-30,购,0.008746990865701921
2016-05-31,沽,-0.002900658678750173
2016-05-31,购,0.01243719257262834
2016-06-01,沽,-0.004502941852143575
2016-06-01,购,0.011762369966503594
2016-06-02,沽,-0.005710599671199554
2016-06-02,购,0.007193026370784846
2016-06-03,沽,-0.009799775987877497
2016-06-03,购,0.0026079488014758264
2016-06-06,沽,-0.003964858270300939
2016-06-06,购,0.012678487852363075
2016-06-07,沽,-0.0008824686187505229
2016-06-07,购,0.011909929319284883
2016-06-08,沽,0.0011326133534789627
2016-06-08,购,0.01359182767916024
2016-06-13,沽,-0.0076270521557789735
2016-06-13,购,0.02039683154858287
2016-06-14,沽,-0.00660998382861193
2016-06-14,购,0.009895493106429827
2016-06-15,沽,0.0014956837655587
2016-06-15,购,0.011094346514872786
2016-06-16,沽,0.0033420402994352853
2016-06-16,购,0.009299591964067011
2016-06-17,沽,0.00024067937451890197
2016-06-17,购,0.0064479624856867675
2016-06-20,沽,0.0067921662738136416
2016-06-20,购,0.01999776857578551
2016-06-21,沽,0.01795378159297759
2016-06-21,购,0.019086490448411486
2016-06-22,沽,0.018144238144679036
2016-06-22,购,0.020245531298607903
2016-06-23,沽,-0.01034438779753413
2016-06-23,购,0.010305808843261788
2016-06-24,沽,-0.011172881571848804
2016-06-24,购,0.009768750278085176
2016-06-27,沽,-0.01234843167108451
2016-06-27,购,0.0048709462102175215
2016-06-28,沽,-0.0050312656720892775
2016-06-28,购,0.015298965339178443
2016-06-29,沽,-0.00947056050903849
2016-06-29,购,0.01514507092017771
2016-06-30,沽,-0.00824749475715187
2016-06-30,购,0.015067141890092934
2016-07-01,沽,-0.008504066987159487
2016-07-01,购,0.01736597023141697
2016-07-04,沽,-0.010779727868466244
2016-07-04,购,0.014476028595121225
2016-07-05,沽,-0.014474017681098034
2016-07-05,购,0.013508248760067293
2016-07-06,沽,-0.016711845920158484
2016-07-06,购,0.011341153211011609
2016-07-07,沽,-0.013299744422702937
2016-07-07,购,0.012167795882364808
2016-07-08,沽,-0.00990202564079189
2016-07-08,购,0.015278077141616496
2016-07-11,沽,-0.006697393529112686
2016-07-11,购,0.01926314762038369
2016-07-12,沽,0.05571841139044122
2016-07-12,购,-0.008411966962035668
2016-07-13,沽,0.04815735974221614
2016-07-13,购,-0.007555152948726949
2016-07-14,沽,0.05001102342648198
2016-07-14,购,-0.00559615977152266
2016-07-15,沽,0.050070909454971335
2016-07-15,购,-0.0043400826128335455
2016-07-18,沽,0.04985089189417513
2016-07-18,购,-0.0008247773902266941
2016-07-19,沽,0.06003649209078706
2016-07-19,购,0.003069839035314691
2016-07-20,沽,0.05772054409897588
2016-07-20,购,0.0018534682215592374
2016-07-21,沽,0.05531528012396284
2016-07-21,购,0.0017367889398551897
2016-07-22,沽,0.0009400059459722513
2016-07-22,购,0.028786561673324596
2016-07-25,沽,0.008828570577452366
2016-07-25,购,0.03553284908467262
2016-07-26,沽,0.037859488726867604
2016-07-26,购,0.00780704815906811
2016-07-27,沽,0.07695561792914851
2016-07-27,购,0.004242709535146823
2016-07-28,沽,0.047486393229125
2016-07-28,购,-0.009987001606702978
2016-07-29,沽,0.02180503257593806
2016-07-29,购,-0.0038846575677024173
2016-08-01,沽,0.011289675011939754
2016-08-01,购,0.0010054156377029
2016-08-02,沽,0.010158633826030203
2016-08-02,购,-0.0036999573715661496
2016-08-03,沽,0.01480130983740846
2016-08-03,购,-0.0010445912033086521
2016-08-04,沽,0.017882811100651666
2016-08-04,购,0.0013093540076514407
2016-08-05,沽,0.02307904013059447
2016-08-05,购,3.570523991036634e-05
2016-08-08,沽,0.022554147974507204
2016-08-08,购,0.0008451015092525183
2016-08-09,沽,0.04536407584473205
2016-08-09,购,-0.005030808955960878
2016-08-10,沽,0.04587196080632219
2016-08-10,购,-0.009173323827264754
2016-08-11,沽,0.04186310638167305
2016-08-11,购,-0.014983698505757554
2016-08-12,沽,0.019064275688409082
2016-08-12,购,0.006278234057742002
2016-08-15,沽,0.008053104408008563
2016-08-15,购,-0.011679421788871911
2016-08-16,沽,0.006714176631827662
2016-08-16,购,-8.735416779744737e-05
2016-08-17,沽,0.0249817089262108
2016-08-17,购,0.011156992524883003
2016-08-18,沽,0.0296455833435927
2016-08-18,购,0.009358605404412752
2016-08-19,沽,0.034580548135177046
2016-08-19,购,0.01651546846781815
2016-08-22,沽,0.027999050594498434
2016-08-22,购,0.010312725892849199
2016-08-23,沽,0.025648503584007235
2016-08-23,购,0.023178586371501345
2016-08-24,沽,-0.04432546789039889
2016-08-24,购,0.03587473054983365
2016-08-25,沽,0.009050829317030704
2016-08-25,购,0.00201996507919415
2016-08-26,沽,0.010521210833871586
2016-08-26,购,0.0057545035859877455
2016-08-29,沽,0.008479343313915047
2016-08-29,购,0.0016224784781698545
2016-08-30,沽,0.006101629632089961
2016-08-30,购,-0.00017506718707015895
2016-08-31,沽,0.007529529953399158
2016-08-31,购,-0.003634631084636096
2016-09-01,沽,0.014855436953528714
2016-09-01,购,0.001341548533499097
2016-09-02,沽,0.0024696484880839947
2016-09-02,购,-0.0024315788514904443
2016-09-05,沽,0.005162488677681182
2016-09-05,购,-0.001485366855950146
2016-09-06,沽,0.017773755074417197
2016-09-06,购,-0.0011864515251786972
2016-09-07,沽,0.012295790334175535
2016-09-07,购,0.001989466559508851
2016-09-08,沽,0.018617586693601293
2016-09-08,购,0.006980309099245796
2016-09-09,沽,0.023248957240701584
2016-09-09,购,0.01163879456368195
2016-09-12,沽,0.05984709448262114
2016-09-12,购,-0.006338328471850202
2016-09-13,沽,0.05407614800155365
2016-09-13,购,-0.00755787218914677
2016-09-14,沽,0.056840291888714256
2016-09-14,购,-0.008993993369387181
2016-09-19,沽,0.062422162157475
2016-09-19,购,-0.0038359783628254805
2016-09-20,沽,0.06471776428351557
2016-09-20,购,-0.0019097836444885025
2016-09-21,沽,0.061376123448494156
2016-09-21,购,-0.008473002257958741
2016-09-22,沽,0.0885739557865918
2016-09-22,购,-0.0015259985858796024
2016-09-23,沽,0.09390948846694885
2016-09-23,购,0.002979661102920299
2016-09-26,沽,0.06440265807078667
2016-09-26,购,-0.001115525779723943
