datetime,option_type,expiration_order,skewness
2015-05-08,沽,1.0,0.17040794581032848
2015-05-08,沽,2.0,0.07233947606732755
2015-05-08,沽,3.0,0.04753493244547898
2015-05-08,购,0.0,0.13819406972233375
2015-05-08,购,1.0,0.24728532653310456
2015-05-08,购,2.0,0.18253914704593208
2015-05-08,购,3.0,0.16533968998201995
2015-05-11,沽,0.0,-0.11633197544614134
2015-05-11,沽,1.0,0.17305234445467854
2015-05-11,沽,2.0,0.14071228155033236
2015-05-11,沽,3.0,0.09354035908203367
2015-05-11,购,0.0,-0.07946829090654357
2015-05-11,购,1.0,0.14192272058759983
2015-05-11,购,2.0,0.28116876393797163
2015-05-11,购,3.0,0.09795017800175254
2015-05-12,沽,0.0,-0.13921389451537922
2015-05-12,沽,1.0,0.18689683681771907
2015-05-12,沽,2.0,0.07496717863360303
2015-05-12,沽,3.0,-0.058971589586746885
2015-05-12,购,0.0,0.08614824043231888
2015-05-12,购,1.0,0.24813429139972396
2015-05-12,购,2.0,0.23226522171631883
2015-05-12,购,3.0,0.11301899068009796
2015-05-13,沽,0.0,-0.16578485567634185
2015-05-13,沽,1.0,0.14084291561059123
2015-05-13,沽,2.0,-0.07537043609979163
2015-05-13,沽,3.0,0.030423474997911534
2015-05-13,购,0.0,-0.32764029417492996
2015-05-13,购,1.0,0.2755242777533901
2015-05-13,购,2.0,0.13286784390659667
2015-05-13,购,3.0,-0.0020016129803762696
2015-05-14,沽,0.0,-0.2662954086084661
2015-05-14,沽,1.0,0.13644357896179118
2015-05-14,沽,2.0,-0.03459028623928756
2015-05-14,沽,3.0,0.06784734197253983
2015-05-14,购,0.0,-0.23209786871892113
2015-05-14,购,1.0,0.1429850467403544
2015-05-14,购,2.0,0.06744034163045588
2015-05-14,购,3.0,0.08085382036756213
2015-05-15,沽,0.0,-0.2905415360295261
2015-05-15,沽,1.0,-0.10227035359222483
2015-05-15,沽,2.0,-0.11169577974863848
2015-05-15,沽,3.0,-0.047949704596461765
2015-05-15,购,0.0,-0.7304938572704591
2015-05-15,购,1.0,-0.08806907053137776
2015-05-15,购,2.0,0.07519359594888296
2015-05-15,购,3.0,-0.03228966161058455
2015-05-18,沽,0.0,-0.15551971142586143
2015-05-18,沽,1.0,-0.16943175030635177
2015-05-18,沽,2.0,-0.007135937632220556
2015-05-18,沽,3.0,-0.018276779994584606
2015-05-18,购,0.0,-0.3619779738678997
2015-05-18,购,1.0,-0.05956175740933484
2015-05-18,购,2.0,-0.012059336299036414
2015-05-18,购,3.0,0.07982017465154437
2015-05-19,沽,0.0,0.003784004545903759
2015-05-19,沽,1.0,-0.059194074865828686
2015-05-19,沽,2.0,0.0281340923525741
2015-05-19,沽,3.0,0.020178159668378454
2015-05-19,购,0.0,0.3171449102615456
2015-05-19,购,1.0,0.2723347377770649
2015-05-19,购,2.0,0.2971252183899852
2015-05-19,购,3.0,0.08066749075757289
2015-05-20,沽,0.0,-0.2389111502641191
2015-05-20,沽,1.0,0.10335820149559419
2015-05-20,沽,2.0,-0.032837498967197495
2015-05-20,沽,3.0,-0.05814689615482928
2015-05-20,购,0.0,-0.5545550806273087
2015-05-20,购,1.0,-0.019260967075870397
2015-05-20,购,2.0,0.03796965141680466
2015-05-20,购,3.0,0.026600105635690704
2015-05-21,沽,0.0,-0.030111009476067326
2015-05-21,沽,1.0,0.11697594831535471
2015-05-21,沽,2.0,0.11707558289747452
2015-05-21,沽,3.0,-0.013147404815582615
2015-05-21,购,0.0,0.36464577827727207
2015-05-21,购,1.0,0.5865493202230653
2015-05-21,购,2.0,0.30608913938295046
2015-05-21,购,3.0,-0.012976392378147126
2015-05-22,沽,0.0,-0.342939013057657
2015-05-22,沽,1.0,0.0914807419291683
2015-05-22,沽,2.0,0.10849841989370139
2015-05-22,沽,3.0,0.03001316059474587
2015-05-22,购,0.0,0.07966672653771642
2015-05-22,购,1.0,0.3586869767554576
2015-05-22,购,2.0,0.546047752978021
2015-05-22,购,3.0,0.13022527873829737
2015-05-25,沽,0.0,-0.6543732407761848
2015-05-25,沽,1.0,0.13016213903627125
2015-05-25,沽,2.0,0.1117140984432393
2015-05-25,沽,3.0,0.0871624248030771
2015-05-25,购,0.0,-0.38141788115197867
2015-05-25,购,1.0,0.22232814120139444
2015-05-25,购,2.0,0.4730522287785654
2015-05-25,购,3.0,0.23531266876059065
2015-05-26,沽,0.0,-0.7446197427352874
2015-05-26,沽,1.0,0.13319204133364812
2015-05-26,沽,2.0,0.047449319923296596
2015-05-26,沽,3.0,0.10189907604557055
2015-05-26,购,0.0,-0.9092044766480678
2015-05-26,购,1.0,0.062248977330083104
2015-05-26,购,2.0,0.33101176968690227
2015-05-26,购,3.0,0.2018367071094155
2015-05-27,沽,0.0,-0.6033782453256662
2015-05-27,沽,1.0,0.1089029127686806
2015-05-27,沽,2.0,0.13299868061585537
2015-05-27,沽,3.0,0.13902587403548655
2015-05-27,购,0.0,-1.3715104643522125
2015-05-27,购,1.0,-0.24485199328345944
2015-05-27,购,2.0,0.11934563617197842
2015-05-27,购,3.0,0.29728484026039126
2015-05-28,沽,0.0,-0.10774216258697357
2015-05-28,沽,1.0,0.2392867012612216
2015-05-28,沽,2.0,0.08942323387143196
2015-05-28,沽,3.0,0.6964852435984241
2015-05-28,购,0.0,-0.6723943117173145
2015-05-28,购,1.0,-0.6628399808737737
2015-05-28,购,2.0,-0.12405933243380675
2015-05-28,购,3.0,0.035770763496680555
2015-05-29,沽,0.0,-0.12599456668807074
2015-05-29,沽,1.0,0.24570461980953534
2015-05-29,沽,2.0,0.12994431991174363
2015-05-29,沽,3.0,0.37734100476078164
2015-05-29,购,0.0,0.23702875094322454
2015-05-29,购,1.0,0.2872629140642844
2015-05-29,购,2.0,0.40740184744340924
2015-05-29,购,3.0,0.477120181095769
2015-06-01,沽,0.0,-0.24444453343333414
2015-06-01,沽,1.0,0.2506475309575108
2015-06-01,沽,2.0,0.2677314471111247
2015-06-01,沽,3.0,0.1567626811948919
2015-06-01,购,0.0,-0.5110167596939651
2015-06-01,购,1.0,-0.03241108798293471
2015-06-01,购,2.0,0.35984424992645936
2015-06-01,购,3.0,0.3429737363332909
2015-06-02,沽,0.0,-0.2831509560580639
2015-06-02,沽,1.0,0.2998261550650827
2015-06-02,沽,2.0,0.24232321702276072
2015-06-02,沽,3.0,0.3467344614091378
2015-06-02,购,0.0,-0.8188913796686086
2015-06-02,购,1.0,-0.6112538495184537
2015-06-02,购,2.0,0.18580065186165048
2015-06-02,购,3.0,0.5366819989298258
2015-06-03,沽,0.0,-0.10009093420943985
2015-06-03,沽,1.0,0.24967372396201676
2015-06-03,沽,2.0,0.19909390583617914
2015-06-03,沽,3.0,0.1559146825448984
2015-06-03,购,0.0,-0.37113792338631657
2015-06-03,购,1.0,0.24368499394369023
2015-06-03,购,2.0,0.24691398676236936
2015-06-03,购,3.0,0.397670563225119
2015-06-04,沽,0.0,-0.33467927636561573
