trading_days_to_expiration,strike_price_order,0
8,-2,
8,-3,
8,-5,
8,-6,
8,-4,
8,-1,0.07011976731706282
8,0,0.10587455181417767
8,1,0.13281135257784837
33,-1,
33,0,0.061227141142313375
33,-8,
33,-7,
33,-6,
33,-5,
33,-4,
33,-9,
33,-10,
33,-3,
33,-2,
87,-1,0.03173665676752172
87,0,0.07382231389274256
87,-2,
87,-4,
87,-5,
87,-6,
87,-7,
87,-3,
152,-1,0.043453265860580695
152,-2,
152,-3,
152,-4,
152,-5,
152,0,0.07514105330294346
