trading_days_to_expiration,strike_price_order,0
12,-1,0.11047872479839095
12,-2,
12,-4,
12,-5,
12,-3,
12,0,0.12684427139236612
12,1,0.1456558523570095
12,2,0.16174894276174237
37,0,0.07130570155488063
37,1,0.09747414780581592
37,-7,
37,-6,
37,-5,
37,-4,
37,-3,
37,-8,
37,-9,
37,-2,
37,-1,
91,0,0.07810629976505942
91,1,0.09629671869164413
91,-1,
91,-3,
91,-4,
91,-5,
91,-6,
91,-2,
156,0,0.09386219562115003
156,-2,0.04157107796480911
156,-3,
156,-4,
156,-5,
156,-1,0.07731501024300061
