trading_days_to_expiration,strike_price_order,0
16,0,0.10543044362225393
16,-1,0.08230611182521567
16,-2,
16,-4,
16,-3,
16,1,0.1254271440008607
16,2,0.13837653214043485
41,2,0.09260180058592231
41,1,0.07393156567213557
41,-5,
41,-4,
41,-3,
41,-2,
41,-7,
41,-8,
41,-6,
41,-1,
41,0,0.04340293568891302
95,2,0.08923130581853843
95,1,0.07478373003480446
95,0,0.04844361889167419
95,-2,
95,-3,
95,-4,
95,-5,
95,-1,
160,-4,
160,-3,
160,-2,
160,-1,0.05855706572629898
160,0,0.07935618840385904
