trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9
15,0.20402204090521364,0.18051112478186326,0.16385366373080723,0.1574866768184608,0.16271189516384657,0.18561035578135832,0.20534539475326857,0.19975318773059525,0.2011212407191159,0.20875088284884166,0.22202956989990918
40,0.3164586203284181,0.2813433865245252,0.25181513090065566,0.22597720208805627,0.20731189123186478,0.19465117621511227,0.19101437576328592,0.19634899396513802,0.20168427253438959,0.2111064196203257,0.22567061999310367
94,0.2907711115823863,0.2734103194264649,0.25555469155700605,0.24211947357216548,0.228493538390935,0.21790657373883857,0.20656157526150973,0.19999517708856854,0.20403980930587362,0.21474746971352018,0.22567061999310367
159,0.23564111818212477,0.2621449177424235,0.25185221909884964,0.23914462260659913,0.2265931346021188,0.21606998906790453,0.2031573814960525,0.2005582089038422,0.20639534607735766,0.2183885198067147,0.22567061999310367
