trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
3,0.6601270770085623,0.5315749003695233,0.38936302556787805,0.22137930584669335,0.17402191677046708,0.14691751944280387,0.15103656203542573,0.1865372194220386,0.21573641150876902,0.29010463972377193,0.2821288762925789,0.3122537211051642,0.3577774974422724,0.3966668857338941,0.4193019510895006,0.42638033428642713,0.4286409369984036,0.48385979917967636,0.48501227288166504,0.5421781354861192,0.6427531092376777,0.2893928478442361,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014
23,0.6279890328488026,0.297996772921542,0.28016154762435896,0.2640169334475245,0.2502280345595611,0.24403614319176958,0.24478669616190624,0.23987511615129417,0.2371334597779296,0.23815711108796747,0.24406469521051466,0.24801935072770398,0.256926463227391,0.2623846097515531,0.28658160722483245,0.34001326471234944,0.3420499406838493,0.3727623457284861,0.3761325151127517,0.4057785446702035,0.4624017860394949,0.2930640403456981,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014
67,0.5958509886890428,0.2850670650761087,0.27559603603924876,0.2690297275142013,0.26315372517173735,0.2570101012374316,0.2546241402383819,0.25254639669997897,0.251600249943699,0.25123693195684216,0.24899239450801605,0.24928528512859752,0.2489750605945002,0.24938665535145726,0.2510796340309287,0.25364619513827175,0.25545894436929506,0.26166489227729584,0.2672527573438383,0.2693789538542879,0.282050462841312,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014
127,0.563712944529283,0.33721504532199337,0.3219343781850023,0.3103585833687408,0.30143782473688757,0.29259612151204084,0.28821101865476006,0.2855464765484716,0.2818238707054945,0.2782975783625772,0.274946322294801,0.2730661004641353,0.2698241885572151,0.2669795617335157,0.2643192340996479,0.2621295819104079,0.3696593717744857,0.37333858257948044,0.4047154464149787,0.4560660315459828,0.28572165534277405,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014,0.29673523284716014
