trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7
11,0.23880889033000544,0.18706881524042773,0.14728985518827403,0.12174492413048442,0.12314798672145714,0.1428306726178159,0.16409462431685667,0.21447098602611697,0.2039713179196444,0.1987638109092718,0.1875879278128935
31,0.2828099568089908,0.1841661284240473,0.16868193737368428,0.15485572009176485,0.143909907899075,0.13931968720583213,0.14744102689346333,0.19746430281869895,0.1905834142138414,0.1908488239859685,0.18991497318800765
56,0.3268110232879762,0.2978735994642229,0.2692411780583599,0.24680803885128877,0.22746107185404701,0.2086764006009333,0.18810636804718964,0.18045761961128096,0.17719551050803836,0.18293383706266517,0.1922420185631218
110,0.25693991926420195,0.30487823994251184,0.2887980058002682,0.2720662991298458,0.25815672726366967,0.24590566685608017,0.23147766923353497,0.21735922162544744,0.20667879783257515,0.18526088243777933,0.1922420185631218
