trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
24,0.40672778512362,0.3406050063482092,0.2745883753193006,0.21191042353987583,0.19539176730094474,0.18637580980861873,0.1854673530317795,0.1903106662016806,0.1949801435454699,0.20882025967794163,0.22601772900022185,0.24299334457546737,0.26090820895502415,0.2767272172072052,0.30168838217607247,0.3264920047717586,0.3382451969648258,0.3542789701159122,0.378978056275018,0.3923370173317792
43,0.3218096607408596,0.27152555242515736,0.2306245335589718,0.19975101922565555,0.1882173348494175,0.1800289011134428,0.1821386269623049,0.1859446651620815,0.18760618292082643,0.19577406125712726,0.2068583244692124,0.21845675796712133,0.23113436366959206,0.24302128630228997,0.30788928782499403,0.3294303028200254,0.3422536402525974,0.36045374165568866,0.38231779653920833,0.3923370173317792
83,0.25054331101084404,0.22541594375248858,0.2057450654476832,0.18924300976294955,0.1851615571936751,0.1811647316555798,0.1788099008928303,0.18157866412248239,0.18023222229618296,0.1827278628363129,0.18769891993820295,0.1939201713587753,0.20136051838415994,0.20931535539737472,0.31409019347391554,0.33236860086829223,0.346262083540369,0.3666285131954651,0.38565753680339865,0.3923370173317792
143,0.21591512162096732,0.20166178011161642,0.19146597421017755,0.18541502228397405,0.18245966667151017,0.18083072345721854,0.1803157056444309,0.1802852130219188,0.18100035186562893,0.18336510716690357,0.21534613225683516,0.22741419015689973,0.2390438677956826,0.2555018687867236,0.32029109912283704,0.335306898916559,0.3502705268281406,0.37280328473524155,0.3889972770675889,0.3923370173317792
