trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,0.4299398564845172,0.4025019964804163,0.358379893159236,0.30473446880819643,0.2651489069460173,0.99763716440549,0.260683693941403,0.6287671598365416,0.6769831664123844,0.36362777665186924,0.3451071735650125,0.032765516506230837,0.15461605423752592,0.26603450849206206,0.3748987679766607,0.4829058040266222,0.22322035387016137,0.21716774864439825,0.21988304711785522,0.21858671808347738,0.2217367109457822,0.23251027998924756,0.23258343599395442,0.2485989233211829,0.25481101167830417,0.2617945145418974,0.266991169064885,0.28032615346504064,0.29046082508048787,0.3079014377227248,0.3152450095512668,0.33550594595577055,0.3699474795372354,0.39323310601714967
25,0.4299398564845172,0.393356043145716,0.346721176497076,0.3128655980040599,0.2592674973670597,0.23415888815619143,0.22395227704235457,0.21716424038537457,0.20751150779758484,0.20270101224243006,0.2078253170963574,0.20286370999195438,0.20531167727570232,0.20661224992385482,0.20870400058826144,0.20674353720165742,0.2086630432596459,0.20614910337850917,0.2109737717036603,0.2173610501179338,0.2202485466793431,0.2340746269398752,0.2319931714909964,0.25261636525251796,0.25554256048689955,0.26387849922689666,0.2680287256775478,0.2844252960608716,0.29247266808702665,0.31304436093462423,0.3159785590901476,0.3420150749109782,0.3792582810793211,0.3978913809964259
89,0.4207939031498169,0.381697326483556,0.2884722104164695,0.2769117261039325,0.2623627220066952,0.2523006490736158,0.23851867691055553,0.23495636570833237,0.22872283717003009,0.22547571996842086,0.22274209282176,0.22047734155388682,0.22031559723829797,0.22067329742322012,0.21637618255574306,0.21785943419266926,0.21905630287287542,0.2201103677428388,0.22103805401456453,0.22471303947866045,0.22938158608799222,0.23376396499987048,0.24056403945851282,0.25334791406111334,0.2576265451718988,0.26491605583955946,0.27212786827337876,0.28643713906741036,0.29761559129892606,0.31377791047350506,0.32248768804535527,0.3513258764530639,0.3839165560585973,0.3978913809964259
149,0.4116479498151166,0.370038609821396,0.29660333961233293,0.2710303165249749,0.31025880389494015,0.29741511084045147,0.28024936241687404,0.2691656100428243,0.2627116808093741,0.25817485954979913,0.2541978772994196,0.2503990111182665,0.24675655998437923,0.24326643841502305,0.240592532898982,0.2377776644806768,0.22818639391028736,0.22879232253205017,0.21981238604902095,0.22322487521222134,0.23094593303861988,0.23317370049691247,0.24458148138984787,0.2540794628697087,0.25971052985689813,0.26595361245222227,0.2762270108692097,0.2884489820739491,0.30275851451082547,0.31451146001238595,0.32899681700056294,0.36063667799514965,0.3885748310378735,0.3978913809964259
