trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
8,0.5162004770325509,0.43169739980634286,0.32491916265494986,0.2582148874534211,0.18690892928808833,0.16033101332817587,0.16529741859210267,0.19536915527132329,0.23305043702846873,0.2986201881509671,0.3517142421303732,0.267378163220612,0.27564183268173437,0.2814458022205053,0.30468245650351644,0.3245673004692859,0.33993116767077713,0.35416334111396974,0.3709920294117539,0.39174903570443653
28,0.4950747077259989,0.5043583960967166,0.4339242594335819,0.37688786366739485,0.32472610078819786,0.2835688825411514,0.25656881295050654,0.2388941127143257,0.23466450622588786,0.2375666523267277,0.2563492252731624,0.26408113865862376,0.28123743558946607,0.29377355172118896,0.3083187580976256,0.32998348125983934,0.3432470631410897,0.35780210043826305,0.3753886724029175,0.39720249013827624
87,0.47394893841944685,0.38910701555980537,0.3604164743096298,0.3428613441797151,0.3123951867417933,0.29181786365599116,0.28243565934961884,0.2705551353723143,0.2631943771570722,0.25755609633679627,0.254888551986761,0.2550536774634569,0.2567903032191379,0.2974098533152981,0.31373493888817905,0.3332993767301519,0.346885822465383,0.36219874342942665,0.3808421268367572,0.39720249013827624
147,0.4528231691128949,0.366910047538305,0.3551971569044445,0.33516685851456424,0.32047861205664185,0.30786275436824395,0.29680952076300077,0.28699776976707236,0.2796741607866811,0.2734912634765188,0.2706751877826002,0.2700462297740027,0.2691180527198216,0.3010461549094073,0.31915111967873244,0.3366152722004645,0.3505245817896764,0.3665953864205903,0.3862955812705969,0.39720249013827624
