trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8
12,0.22928052043100836,0.185849586808901,0.15222594440449497,0.12494825142759951,0.12554749070914353,0.1470254908958621,0.1778918989153937,0.21718115078712333,0.20656034461601736,0.19963805430117465,0.18239187597930526,0.1925449429599923
32,0.2184227870254815,0.18220654332517322,0.1652835849955969,0.1510180846167892,0.14074208397489524,0.1371611002466967,0.1438338931821948,0.203307897909986,0.19306485979831364,0.18916531580449028,0.18424152531505494,0.19577182711458613
57,0.2075650536199547,0.32023148503843124,0.290515433275798,0.26615301379853684,0.24178177356792366,0.22018196059901093,0.20439835358897115,0.18943464503284868,0.1795693749806099,0.1786925773078059,0.1860911746508046,0.19899871126917998
111,0.19670732021442786,0.30625889812998014,0.28971751779642535,0.2729693605206273,0.2591457395494198,0.2453642958882502,0.23105440366426064,0.2200558294337211,0.21011079279785902,0.18054222664355557,0.18931805880539845,0.19899871126917998
