trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9
4,0.2555856262548507,0.23434551778188795,0.23883571855200822,0.23906646156100844,0.23595953625357605,0.24172505635006353,0.3158341068527143,0.36028352893995613,0.39107500098533593,0.48031661063693737,0.5057299833767642
23,0.27629476142638953,0.2830580340880377,0.2741207219332306,0.27598333038628986,0.2828294017373075,0.28293667946743223,0.2877126593435828,0.2970239789849817,0.2964002691920885,0.29469926426483045,0.3038688499485976
66,0.2931910627521037,0.2948261495158152,0.28874755290914605,0.2869036398302045,0.27834324870058735,0.2779466692676504,0.2736647255215584,0.28349946600675935,0.282190133580958,0.2876842638751609,0.2866156584213596
129,0.28595896164283857,0.2991911777647773,0.28246067893952037,0.2799696450644526,0.2761036973009594,0.2733832120787548,0.27988553226165985,0.2739555180333588,0.2743519439245709,0.27444531752290346,0.27362410082371724
