trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
6,0.3653509254588829,0.3024598225972119,0.24755968837579073,0.17262489932095754,0.12765336343149586,0.1424737621148165,0.16817492294533581,0.22659587569323736,0.28120231165618415,0.32752143300186387,0.35915826261026007,0.3893265091922745,0.4777784426499194,0.5385248804990419
21,0.3496281497434652,0.25562347369999594,0.22421845041860505,0.19805024083848177,0.1784794458554459,0.16532511833810637,0.15777388738291032,0.23276955744310845,0.25408675403819014,0.2726680061822474,0.2860622337589003,0.303724077870156,0.49296505211220004,0.5385248804990419
66,0.33390537402804743,0.3531135406079414,0.33218891350438734,0.3091612958861131,0.28741304879800617,0.26944377719445245,0.2539519942811689,0.23894323919297958,0.22697119642019617,0.21781457936263096,0.21296620490754042,0.2181216465480375,0.5081516615744807,0.5385248804990419
120,0.3181825983126296,0.3422214950092405,0.32634152360260826,0.3125823667033412,0.29592924061228965,0.28524018847207067,0.2722044482849358,0.2601278613066431,0.251116033234885,0.2884864209864455,0.30114635704990744,0.3479500445989785,0.5233382710367613,0.5385248804990419
