trading_days_to_expiration,-2,-1,0,1,2,3,4,5
19,0.2592006274855935,0.2651537962123618,0.2611383385454985,0.26364307906659556,0.26556524024843875,0.2680210607258065,0.26741093128536,0.27213748729357096
38,0.2727362416299166,0.27515257147980926,0.27555906348144893,0.274124673581845,0.2751065613384391,0.2753138920420212,0.27697367678847423,0.27763724446835697
81,0.2664128354853744,0.250132278581232,0.25114717838559525,0.2643445877682296,0.2673676880129867,0.2589732805632338,0.27055947686815623,0.27394486614156754
144,0.27013485962472067,0.26685073831757977,0.26027295863640376,0.2592699062140785,0.27438253189007855,0.26766162087792933,0.27325871721623235,0.26635493390006154
