trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9
19,0.18744789614424567,0.17228817311998884,0.1600089488574426,0.15782569066806515,0.14966874954661494,0.14770085302873195,0.1659350992887679,0.19349755292229692,0.17565657810918092,0.17711376536934034,0.17648704666967516,0.1791374198515775
39,0.17846665114275828,0.16557056561873246,0.16305094927433042,0.15514556401899812,0.14781479285667953,0.14924821017265844,0.15908219099950865,0.17567148392187174,0.17125273731047164,0.17772620026290045,0.1766542249309237,0.1812862582497343
64,0.18043997879426296,0.17247576967097608,0.16318307956101247,0.15893539047323857,0.15439957021267547,0.15079556731658494,0.1522292827102494,0.15784541492144655,0.16684889651176232,0.1783386351564606,0.1768214031921722,0.1834350966478911
124,0.1763640759571259,0.16624235926420933,0.22259928656350178,0.2119251660373236,0.2012808702518259,0.19367779422010328,0.18637933027563428,0.18006041890789024,0.1765013304757802,0.17631986840842664,0.17698858145342072,0.18558393504604787
