trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3,0.8468954707401155,0.7361418834157981,0.5527178524179902,0.4382019500845578,0.30694489288566784,0.2222102934591378,0.19349992460929552,0.2197395089233306,0.29626182039542165,0.36143913219767937,0.41119887073698963,0.46157608335111755,0.5124340693521671,0.5638317139168066,0.6160321897462037,0.3198886168423788,0.33076847230992856,0.34891592205635574,0.35224832913675697,0.3702827922001317,0.38581853191832327,0.4428336570475743,0.4615444595251996,0.48523120683335097
23,0.8192070739090361,0.4074622460800662,0.3714555041847605,0.32262087169501114,0.30667202356587464,0.2848840386312246,0.2709645633914399,0.26265261035787923,0.2583756375433329,0.2657251145719346,0.2781168542766506,0.2838353524850697,0.294597594471522,0.30428113941843826,0.32232659607181746,0.33456057250493515,0.3495626098351159,0.37533237734260944,0.3769704705880039,0.40210946015683885,0.4235809072666545,0.44925124030788094,0.4656421992643059,0.49176087602303264
82,0.7915186770779568,0.4144905526750814,0.3894275870388414,0.36931074391942226,0.3595125005495346,0.34149137936085994,0.3246665153210378,0.3120050353188635,0.3019125405958945,0.2943558688106472,0.29125219744514913,0.29009743372803265,0.2905019618348935,0.2915187376737995,0.29054470551726613,0.29318019725955385,0.2960830114838483,0.302804046234263,0.3066294562867174,0.3102937812216608,0.4299984905269611,0.4533489800469872,0.47217186845398756,0.49176087602303264
141,0.7638302802468775,0.4836042025465358,0.37388168973766744,0.35905799808415667,0.34633930787881534,0.332258097044854,0.3238298877865806,0.3112333732673966,0.30446254936611034,0.2970255137849315,0.2933005969679041,0.2919179052468115,0.2895526187032091,0.45377546371000155,0.3052166611798225,0.3119743347847412,0.322499466770102,0.32752618768550995,0.3384561242434245,0.348056156569992,0.4364160737872677,0.4574467197860934,0.4787015376436693,0.49176087602303264
