trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4
17,0.2752929900285544,0.28467853076429256,0.2713177801839903,0.2698345278849602,0.2739950283085936,0.26271160094448587,0.26888036005253063,0.27551040526575826,0.26732898501026403
36,0.29219215211422767,0.25283358998203004,0.27096106703193673,0.27217929185483664,0.27458080582999084,0.2700904741691066,0.27435086089295607,0.2745698751896827,0.2672145860832695
79,0.2896876116642493,0.2617662085819205,0.24696404783315778,0.24868309185051318,0.2653825410970806,0.26442644204885407,0.2677607236807029,0.2673995656259063,0.267100187156275
142,0.28718307121427095,0.2509266816012963,0.28166680367387315,0.26498971621316514,0.276053384671912,0.2619742478665153,0.2664783158655773,0.2674433839372585,0.26570513398624157
