trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2,0.4217946235462812,0.2569515465112037,0.2091374672551819,0.26820492253481576,0.29092977855093877,0.41333742291157927,0.47504203524452165,0.5369160114932624,0.5996929303452743,0.4206317507704638,0.42475022718055866,0.444719861898523,0.4538831702980611,0.45110289556751915,0.4705181998668429,0.4693925554352734,0.44695092439816414,0.44348209927877336,0.49492630477014443,0.5090955639314398,0.5188389961963661,0.524749278189284
21,0.4508367850847262,0.4351003639785293,0.4205916946308705,0.42873165531252394,0.43433732185502905,0.4558708709254975,0.4484667773235409,0.46511523732946003,0.45947000614812394,0.4715577614102682,0.48086691305395196,0.4795939547448683,0.5004621911630244,0.4929861986640097,0.5221914828041971,0.518912540325677,0.48682422110528606,0.48227809011927314,0.5586552074495431,0.5782565996975884,0.5919605456697621,0.5959042589169404
84,0.3801205658196875,0.37111331519395824,0.38357808398359305,0.3788546573987036,0.37657441477067083,0.37980874185677815,0.3870098512361685,0.3715811936645985,0.37047129449557537,0.371318021275417,0.3749716762058323,0.36072512856813455,0.36733628937453805,0.36717163399213437,0.3703525856544662,0.3672043309839203,0.3658901175977738,0.3674684994113471,0.3707734923991429,0.3725958972495741,0.382439316733971,0.3755751987160078
144,0.3185360561654456,0.3930248122523186,0.3672822247564121,0.3978391688057413,0.38084314075454967,0.39759570671226907,0.36875173236083186,0.36958296971262555,0.3697057401306593,0.36863354130716536,0.4098457690521777,0.40730414943309784,0.4092195924710286,0.4188449169294886,0.4198725705448698,0.4070776276910422,0.4046861084382736,0.4311974020907458,0.4399345281652914,0.4457174467229701,0.4535942974616275,0.3755751987160078
