trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4
16,0.2899481699241731,0.23813055408818776,0.2531522816792247,0.2577847734684543,0.25056043475484546,0.25432463909202563,0.25362335175262196,0.26170441301027647,0.27197404542928405
35,0.2584448304051604,0.2799567408703862,0.2739852952757906,0.27183670542444877,0.2745124858434508,0.27796307418656785,0.27082874291442577,0.2696778441801501,0.27162822087725796
78,0.2516734049661695,0.2698552325909438,0.2804832659411175,0.273163957781204,0.27469930766217404,0.25848138014905636,0.25997297089236987,0.26271614561591017,0.27128239632523193
141,0.24490197952717865,0.28934352776374983,0.2725794130896299,0.2751589645253289,0.27305248044290964,0.2718850722832765,0.27311939635892574,0.2723198699813101,0.27878828671989675
