trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7
13,0.31914122871758843,0.2413117931194032,0.20069941472604705,0.17992310542434906,0.17014786445476066,0.1534079100477645,0.14395062717048596,0.14178044051068098,0.1415470868279961,0.1527088044854738,0.1702651217546901,0.1922988686703598,0.1773031080534407,0.17908784300528685
33,0.31914122871758843,0.2663255557419024,0.17187644845402952,0.16955132133655806,0.1578600018744207,0.1527044645731705,0.1496082080484834,0.1477952334772744,0.14808563437745384,0.15060737734008392,0.15890117672386542,0.18290140690814,0.17655563846056138,0.1800373434921073
58,0.31914122871758843,0.2913393183644017,0.27171402666093375,0.2514691824899777,0.23604676217424728,0.21740073033794036,0.20655022454609334,0.1947561346638372,0.18678042579481433,0.18060620062252858,0.1772168973000999,0.17350394514592016,0.17580816886768205,0.18098684397892775
116,0.2482787742533991,0.23611310932680682,0.2277684356152522,0.21772350565462784,0.21079023922594678,0.20559854666079902,0.19819648964107633,0.19181953470713978,0.18610562574895229,0.18391970625176704,0.18008523205149737,0.17805057764632004,0.17813834251846639,0.18098684397892775
