trading_days_to_expiration,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
16,0.48192095811597896,0.478784268539821,0.4575049986120282,0.4175099789016547,0.3738059073765775,0.4952503822951149,0.4426283897287385,0.38026403443849927,0.3331528709377729,0.2814177288774255,0.23257693048219288,0.20714832559892288,0.18562017449089324,0.18667977926053372,0.19619178671826987,0.2159564792872835,0.24603484329906009,0.23803899184689928,0.2449942172988991,0.23155418350937246,0.23394444276744925,0.23857319146396033,0.24283366696177633,0.24484047583664897,0.25031021018328503,0.25989208996508717
33,0.48192095811597896,0.477215923751742,0.4484337084362108,0.4065837592222854,0.36288009129340815,0.40701188932435317,0.38334516630404225,0.3355221635016026,0.34099121874482274,0.3102139953693692,0.27863527001578037,0.2531192577007166,0.23146988994938034,0.21945201631835065,0.21238824320271738,0.21361411463573168,0.21645603401539915,0.22476941410841644,0.23796395849436008,0.23186442541914815,0.23482933048671195,0.2400026780929532,0.24353441808169146,0.2451431291541702,0.25274242403908187,0.26225081600019134
52,0.48192095811597896,0.475647578963663,0.43936241826039335,0.39565753954291605,0.35195427521023886,0.3187733963535915,0.324061942879346,0.29078029256470583,0.29576871915981956,0.27149856040568865,0.26222349234229686,0.25435078907786474,0.24423490453084615,0.2454798708128044,0.23556965975677605,0.2349295488100782,0.23131276660799543,0.230784884368948,0.23093369968982108,0.23217466732892383,0.23571421820597466,0.24143216472194604,0.2442351692016066,0.24544578247169138,0.2551746378948787,0.2646095420352956
115,0.48035261332789997,0.4665762887878456,0.428436198581024,0.38473172345974677,0.3919460265418464,0.35235004000689013,0.37669691049430243,0.3585796517390906,0.33730842734918415,0.31253403924191386,0.29646090843953127,0.286708515234594,0.2743798987986278,0.263932984513905,0.2592618058342712,0.2554953399423096,0.2513085695853821,0.2520244761034381,0.23124394159959677,0.23305955504818654,0.2371437048349675,0.24213291584186117,0.24453782251912778,0.24787799632748822,0.25753336392998294,0.2646095420352956
