trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
19,0.1407097803698269,0.11536262583681663,0.11142069317287695,0.11125813155075702,0.11916277949161493,0.13236274538614276,0.14903778523481406,0.17041972982903417,0.16784574254239443,0.1795717225102897,0.19082665399719398,0.19564890795134346,0.21849535285045385,0.23759344823765116,0.25255744792914964,0.2678677177963022,0.2868824355669883
44,0.13437299173657433,0.19572544447604537,0.17738439832871153,0.16370364366727996,0.15481264277037082,0.15210953475380073,0.15387803354542864,0.16523070662525405,0.1747165915371247,0.18956944894964053,0.20229113810740268,0.20570214287151115,0.22275975617676808,0.24253801225794552,0.255897259819551,0.27185787045521925,0.291890623937578
103,0.12803620310332176,0.16773343414586417,0.16018660214443337,0.15623993363236924,0.15129320686342082,0.1510390176032997,0.1518464122426793,0.15410404455293386,0.15957626963158797,0.1678976857767766,0.1755424381110081,0.20996654619782537,0.22770432019706244,0.2458778241483469,0.2598874124784681,0.27686605882580895,0.291890623937578
163,0.1216994144700692,0.1604592898784824,0.15697408941081756,0.15354309804327446,0.1508783385374845,0.148507642680835,0.1487211356141086,0.16097489354766414,0.16957399607093881,0.1793621698869853,0.18559567303117577,0.21423094952413962,0.2326488842173568,0.24921763603874827,0.26387756513738514,0.28187424719639864,0.291890623937578
