trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
10,0.29987367498891804,0.29987367498891804,0.25992742464952867,0.2660602024185452,0.2587874835701688,0.24859203964227902,0.24422597490811615,0.3015135136503275,0.27825567806126783,0.2723627242636136,0.28383071476523447,0.2739117206227332,0.2911722014855059,0.29734920527311665,0.2810399396754389,0.30046823538737866,0.3088185362033539,0.3159040348540376,0.24096149723582158,0.23921359126494726,0.24366221311695538,0.24686535031694481,0.24507212908649298,0.2521436115823383,0.2568788090690361,0.2821932483285431,0.2951611564503796
30,0.29987367498891804,0.29987367498891804,0.269600114646859,0.2801096430619029,0.2709824109681905,0.2608307953772396,0.2615339716664457,0.2540395128121082,0.25534761597022915,0.2510644481323006,0.24983997587003573,0.24912072332283755,0.24066170354956373,0.2483133233252516,0.2498924903644107,0.2505651090187449,0.24605103144841134,0.24806733991664107,0.25303912335565615,0.2527302194631762,0.25534761743507123,0.26117301103041085,0.2579896941392909,0.26691211021144007,0.2737896225125734,0.2849944569338663,0.2985500562892174
90,0.29987367498891804,0.24058204465486804,0.23796132113182997,0.23439762877412543,0.22411452817235794,0.2148183124535052,0.2200564493145781,0.2114253431156567,0.21741414506007678,0.21657974078103157,0.21822593981790622,0.21693849664793605,0.21579362323451115,0.21413965373767355,0.21382832848020625,0.21606483512357375,0.2126469948117652,0.21680624499615248,0.21218033486848936,0.2202914044807237,0.21825002889001277,0.2192369989808971,0.22260661432413473,0.22305718218196147,0.2765908311178966,0.2883833567727041,0.2985500562892174
154,0.29987367498891804,0.2502547346521984,0.2520107617751876,0.24659255617214712,0.2363532839073185,0.22691797814978662,0.22590764477464334,0.22051239743760387,0.22206919468199685,0.21978267876497273,0.2146873034937659,0.21309608850682088,0.21385844113695285,0.21262370410724882,0.21224516170162314,0.21409835894452287,0.2642755148329014,0.22888387111598704,0.2256969630667183,0.23197680879883956,0.2325576896034788,0.23215456403369503,0.23737511295323652,0.23996799562549878,0.27939203972321985,0.2917722566115418,0.2985500562892174
