trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10
8,0.22167415358199688,0.1706287313317274,0.14471083314480465,0.15133570689913073,0.16864561953410173,0.20498943002091016,0.23994357110358222,0.25602052689329274,0.21237808268443165,0.21407075089486702,0.23819302640508597,0.2618492876690674
33,0.20891279801942952,0.2933193111074775,0.25312881033275597,0.2222889281353956,0.2054575140411298,0.1923475034091876,0.1920488045731297,0.2020189240024144,0.21468652415955314,0.21806882531857627,0.24490109343392252,0.267498685747449
87,0.19615144245686214,0.2775377778209352,0.2590099962634583,0.24594059018301262,0.2315656270477036,0.2190546301527536,0.21264691259445234,0.2077611997341887,0.2060746020474485,0.22477689234741283,0.25055049151230413,0.267498685747449
152,0.18339008689429476,0.2687955876399338,0.2571585850224919,0.2476511447252839,0.2365774075690467,0.22461634924886797,0.21311195685064838,0.21006964120931018,0.21007267647115777,0.2314849593762494,0.25619988959068574,0.267498685747449
