trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
9,0.33547046967279626,0.3066071432478989,0.2681228520725788,0.26269273313845315,0.2157537754332152,0.20683783842424858,0.1948050622602642,0.16282974633281608,0.15849866907234791,0.13819126835163603,0.1362640411943356,0.14189881144438407,0.1630154092685884,0.15381544507076914,0.1737242479531588,0.21634792779218912,0.2644566313724794,0.2680781428974424,0.3340118988961544,0.3803881736361053
28,0.2825955548468166,0.25907055617916586,0.25259179259040165,0.23234730037398477,0.23072246387058998,0.2175032940579407,0.21099321782340144,0.19819374312933324,0.19654410688411011,0.1841348448313237,0.18239358078672463,0.17648909449162586,0.16480186176307632,0.17800734282409775,0.187294640351123,0.20869263989727022,0.23383038806562723,0.28456158189712044,0.34560596758114215,0.3803881736361053
63,0.2674299384832304,0.2534961897145905,0.25307095363981613,0.24186437614035602,0.24049851604805572,0.23170568311598475,0.23203949748630398,0.2204970953127844,0.22048795696901188,0.21379412420150373,0.21240661059248622,0.20749506799048434,0.2063452557258904,0.2021992405774264,0.2008650327490872,0.20103735200235132,0.2032041447587751,0.3010450208967984,0.35720003626612984,0.3803881736361053
128,0.28701854086556466,0.2571815398746093,0.24823783409399486,0.2501727731922735,0.23996423834281427,0.24321650892275345,0.237755424627901,0.23532905495433726,0.22829816919353835,0.22727815588611694,0.2231189360281351,0.22150233315464676,0.21549704485903667,0.21207735673244896,0.2115363813625774,0.20664719754325112,0.23564114382810875,0.3175284598964764,0.36879410495111753,0.3803881736361053
