trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
5,0.5285765945785974,0.4480707983342965,0.3801925566266169,0.2907251711991516,0.24965496822857197,0.2439476616049016,0.2379556720043688,0.25002015270292843,0.27563244951638527,0.30066131653124717,0.34530771724141524,0.3855523155146593,0.42958071179626334,0.4711873838464145,0.5094279833018477,0.2864172592760365,0.28976769212089903,0.29287549682598163,0.2954436154155557,0.3004434746423179,0.30624957495410265,0.31427779313792037,0.3229102767658045,0.32775986760321857,0.3337015116050013,0.33866353208681305,0.34445625223012777,0.35138583790449274,0.3579422922279515,0.3656781165298853,0.37443579260723775,0.3874091210504959,0.41045173972801285,0.4328725247138669
22,0.3293881637043215,0.32389397580126805,0.3105767941065002,0.3017738262814081,0.29322251622110773,0.29374604727976344,0.2911085545800323,0.29026117157309617,0.2867928478876487,0.28829190946355754,0.2917240051035015,0.29556922976442124,0.301760627563752,0.30935573223136315,0.3267444417696525,0.29054077022625696,0.29256232717288067,0.29717727161522556,0.29798202685978675,0.30379400410844126,0.3105915976193059,0.31890145672593667,0.32260285499173025,0.3304920847959999,0.33394011641311133,0.34090593751960885,0.34511020686898924,0.3541966761028137,0.3584096811913599,0.3690786397174438,0.37541410745835546,0.3929174704210072,0.41646469969626004,0.43806995723854675
46,0.31221013202108755,0.30207564547837357,0.2936741757214061,0.28630936926261713,0.28268572471799924,0.27971193634811653,0.2799141743484939,0.28000298337985247,0.27992646600824583,0.28221001947117336,0.28329373975029415,0.28562266318174895,0.28653313499972377,0.2886604547256334,0.29005122444358294,0.29466428117647736,0.29535696222486224,0.3014790464044695,0.3005204383040178,0.30714453357456467,0.31493362028450916,0.32352512031395303,0.32229543321765597,0.33322430198878117,0.3341787212212214,0.3431483429524047,0.3457641615078508,0.3570075143011347,0.35887707015476833,0.37247916290500227,0.37639242230947323,0.3984258197915186,0.4224776596645072,0.4432673897632266
110,0.2882349480294529,0.28465934226032596,0.2814440837923264,0.2796012356761366,0.276507348285526,0.2766881528164296,0.2757748367323958,0.2751699153456687,0.2755024833229433,0.2757227167495521,0.2765605976382357,0.2782886966805629,0.27972954249012055,0.2810020489525533,0.2822937483258161,0.28697305706891746,0.2885737220367377,0.29290520397132463,0.2970929451761945,0.3019075522888994,0.309654129549904,0.32321769853987875,0.32502765041043724,0.3334629067968912,0.33642112665401724,0.34380229759126624,0.3485749997061718,0.3574749032645431,0.3622775933423268,0.37345747775612004,0.3819007716799846,0.4044387797597657,0.42767509218918703,0.4432673897632266
