trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
2,0.5034051013835669,0.37363683439331163,0.25219280153786366,0.11963912500786493,0.10596070359477885,0.15888639899297713,0.23715229074967617,0.31408616996721517,0.39102268572350707,0.4685018229211086,0.18432923352519082,0.1987010097238133,0.21725385179888174,0.24073276543710315,0.1899797971628721
27,0.17933906880852418,0.157589970096442,0.14048877871097373,0.1224879025867023,0.1155067858139161,0.1163217241418576,0.12087802918151495,0.1369281322269912,0.1605870533997715,0.18223112766223365,0.20144554674110615,0.21724423846685614,0.2430637097656126,0.2738413971279197,0.1933900457190025
87,0.24410499067011998,0.23041489299513132,0.2166305393539888,0.19874314794537054,0.18748075467642764,0.17772722138334718,0.16781700559760948,0.16238922829241803,0.15958483028072407,0.15984604155632354,0.16161455223772764,0.16563413586542003,0.17451550205547006,0.18315930005061126,0.19680029427513293
146,0.30887091253171584,0.2413038472664975,0.22630647851519067,0.2162363210284011,0.20553461392971276,0.19597583743443234,0.18733692687757,0.1778375401720007,0.17232801526524158,0.16721292030927545,0.18015778098077048,0.19144399383215088,0.2076241337462866,0.1865695486067417,0.19680029427513293
