trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6
24,0.29609869380911996,0.2575427573522305,0.2290206824870955,0.21029699815391367,0.19422325400776957,0.1860879297787788,0.18135440573811024,0.18434339233391436,0.255531887290644,0.250053334872139,0.2137141679032465
44,0.29609869380911996,0.26692852299664144,0.23719731496807703,0.22139776412119075,0.21216378383299475,0.20395535039168802,0.1986586955843199,0.19812690208582012,0.2320372739265106,0.23116023273496522,0.21443768655597403
67,0.29609869380911996,0.2763142886410524,0.2611134671982985,0.25003026724417843,0.24003912693949028,0.23048217222321313,0.21792855415539336,0.21191041183772585,0.20854266056237722,0.21226713059779143,0.21516120520870158
127,0.2768207255806752,0.2526674855640739,0.34777675864506435,0.33199416302784673,0.3175304512658247,0.3038758927366114,0.2913898638198502,0.2790265006547774,0.2689464370093128,0.21299064925051897,0.21516120520870158
