trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
16,0.15858898137410768,0.1518657577839436,0.14650695753848053,0.14491781014366462,0.15030204567062805,0.15983556135173066,0.17650409226841235,0.19808510872549734,0.2110148048326677,0.19115125979795922,0.20055233437439038,0.2165890869285931,0.21658056726202599,0.20380629151964602
41,0.1615687544262596,0.1580323174357583,0.1519597300824278,0.14658692714492927,0.14730580907945218,0.14804771315720652,0.15571477216575702,0.16531054109751728,0.17736216275191186,0.1951619741043888,0.2092823378735763,0.23149166952475242,0.22972515666704352,0.20639944795797804
101,0.15833442221215427,0.21869054186814038,0.20911785524452803,0.19946983257267273,0.19498451860549595,0.18851946235766032,0.1848604000831838,0.18451633940788167,0.18312983118510007,0.18309232737601852,0.18678392173627448,0.19029138845199092,0.19861997864298195,0.2089926043963101
160,0.15510008999804892,0.21695976382723536,0.207606332325447,0.20118308922699535,0.19492253383069702,0.1895197546132947,0.19147275440434058,0.19776557212027468,0.18714054549152964,0.19182233087520445,0.2016865043324338,0.20343597785700845,0.201213135081314,0.2089926043963101
