trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8
7,0.24227283012738188,0.23356558463381644,0.2152464785102468,0.22238350417662633,0.2147790876954189,0.2164954956208224,0.2448433784807477,0.2914663265755475,0.3385346601947635,0.28179616769141047
26,0.28295968355627904,0.2671042394581615,0.27430441016510526,0.26564746650838855,0.27316020421132003,0.27406295516014934,0.27506543472715084,0.2802855221485648,0.2773399254041677,0.280636212945759
69,0.27473579313042507,0.28378865905354456,0.2756600297147969,0.27461099749182816,0.2625748046770085,0.27317002345189245,0.2774942592747109,0.2724498876161805,0.27676891879284815,0.2794762582001076
132,0.2541506888821208,0.302089142424342,0.2964369361132956,0.28124129214720456,0.2785122197886923,0.28896581862312093,0.27771000561843806,0.2806054020564329,0.282956122437062,0.27831630345445607
