trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
7,0.20040952028008743,0.17483913365811699,0.16659749376666344,0.20629364454153748,0.15464700655714106,0.10741304651535893,0.0952277419224576,0.10823596522938161,0.1536427053841629,0.20793041874455734,0.1345073766672888,0.12724739264794738,0.1351255548580375,0.1364026721910704,0.149076716579002,0.16282803144695715,0.19735011215248977
27,0.20040952028008743,0.1691193998349427,0.1625211130776554,0.1404381180649834,0.1408480010799252,0.12420529250781007,0.12522098153323682,0.11575243178283616,0.11686782279000525,0.11234418525363885,0.11376293730964349,0.11789286119292217,0.13338929296727053,0.1363509975054487,0.15556944051056362,0.17586208956496233,0.20451278634833225
92,0.18627860130446558,0.17475025514467954,0.17619134960139676,0.16503273277439218,0.16709142378933364,0.159585824941713,0.157954151100821,0.15211517042626374,0.15173903025144989,0.14429313456182655,0.1459564555579978,0.13859807863957144,0.13650602156231384,0.1360912687158788,0.1367599152109468,0.18302476376080482,0.20451278634833225
157,0.1805588674812913,0.1706738744556715,0.19124249707146712,0.15983986966576663,0.18513059063744863,0.18086305228958394,0.17343456873219024,0.1670970253652024,0.1602686594013603,0.15525181602493413,0.1366019241029726,0.13686181674880446,0.13645434687669214,0.1425839926474404,0.14979397332895197,0.19018743795664728,0.20451278634833225
