trading_days_to_expiration,-2,-1,0,1,2,3,4
25,0.2893945687843968,0.2860325020460233,0.28861195322590644,0.29146015532452213,0.29455817563771697,0.29500894246500037,0.3040707328023053
44,0.2920898789327432,0.2938097685463451,0.2919086497788883,0.29155530634192856,0.29053667998233657,0.287880606376312,0.28958212572679676
87,0.3106558981780638,0.3070124421434449,0.3052914334705928,0.3046245510260675,0.3025005849047331,0.30185605258365666,0.30060104349220307
150,0.3198192300064155,0.3144746976615346,0.3151377350654774,0.3137418506730117,0.31223546792008694,0.30600383669704906,0.3119092012571949
