trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
20,0.12186519946973899,0.11262428528213737,0.10552923676146136,0.10706610963682929,0.1118779776085239,0.13027095955285317,0.1472276119572076,0.15910446956212995,0.17088198821370973,0.18025163977608774,0.18799931573945633,0.208869111512312,0.22627627452066573,0.24394907184690265,0.2589387700395813,0.2749605660981945
45,0.1195549709228386,0.1841255511543042,0.16780055936012364,0.1548519780443985,0.14778373615045037,0.14627904658891627,0.15216990353808,0.16217364993344113,0.1781521296069022,0.18822534347871125,0.19677030882466073,0.21290204574152907,0.23073435078037793,0.24835397886907756,0.2624670337630826,0.2791250768765652
104,0.11724474237593818,0.1671842247700459,0.16079592996426148,0.15454724367733214,0.1525258537649971,0.15146729359244812,0.15296610881950756,0.15634170542732484,0.1643042323708407,0.17045732956904755,0.2008032430538778,0.21736012200124127,0.23513925780255285,0.25188224259257885,0.26663154454145327,0.2791250768765652
164,0.11493451382903777,0.16036794941846566,0.15837863527714346,0.15435163137455393,0.15277262462401794,0.149576549178095,0.15603528919081874,0.1636118468205173,0.17227793607346423,0.17922832265425195,0.2048361772830949,0.2218181982609535,0.23954416482472773,0.2554105063160801,0.27079605531982387,0.2791250768765652
