trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
20,0.6195468586786456,0.5390334830124165,0.45302878214318615,0.3644701395730668,0.27191839836239035,0.19799526980840712,0.1788545212289174,0.1669242144297069,0.16388290643824577,0.16920239049887073,0.18545050172865796,0.1988583948740632,0.2154509337328381,0.23673308022371206,0.25019084351973975,0.2752300262854273
39,0.5994185147620883,0.400867102947004,0.339792796275344,0.2852683396970478,0.22952566418401418,0.19006747763812742,0.17596403548354864,0.16866302782271064,0.1627654464955242,0.15818464494863083,0.17612622217066604,0.1824992429533734,0.1910136414722885,0.2042986457487465,0.21409829017540521,0.2752300262854273
78,0.579290170845531,0.33747320859702984,0.29818402446510295,0.26757323060538585,0.23070705372301878,0.20604417048043855,0.18466600220280896,0.17820104772594558,0.17149640960104498,0.16952584631592718,0.1668019426126741,0.1661400910326836,0.16657634921173886,0.171864211273781,0.1780057368310707,0.2752300262854273
139,0.5591618269289738,0.27747796835478583,0.2533230299379175,0.2327000122668736,0.21479020362292736,0.19986270291259098,0.18727715007051385,0.18314128087385279,0.17855124467128042,0.17224711846773821,0.17181502156034545,0.16971161621956427,0.20165471471772545,0.21102752739676037,0.22661788155824902,0.2752300262854273
