trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
14,0.2728679707952846,0.24259349630790103,0.2182312713533426,0.19617624339639933,0.1827551447167336,0.17994404188387364,0.1823671250955481,0.18742471958529025,0.1944986534977599,0.20824028060026778,0.23231306937065666,0.2250010540401016,0.22539148801661338,0.22507779369306138,0.22799852247882038
39,0.26195585841302477,0.23763062346534733,0.21685687741694326,0.20598250512412578,0.1984377468435801,0.19657277134501444,0.19384104487119963,0.19287523993794986,0.19008674044411142,0.21594370525641282,0.2262792574092631,0.22282326780211492,0.22305871139365455,0.22391070014802097,0.22869399953665023
59,0.3628640344501094,0.32726899876666227,0.29518762722162434,0.2715430081643487,0.2521444297243447,0.244129540988234,0.23766313753146795,0.23277549906475561,0.22704488529189107,0.22364712991255783,0.22024544544786956,0.22064548156412822,0.22072593477069571,0.22274360660298054,0.22938947659448006
117,0.3027287653790052,0.30882750214197,0.29007839153523457,0.27437859665798736,0.2609247937391797,0.24912742591970755,0.2442555426930855,0.24070851789553743,0.23716254819483987,0.2337412511019819,0.2271788402780883,0.2277242646395722,0.22624488723810182,0.22730304542099056,0.22938947659448006
