trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
7,0.5019330003393421,0.4002596602612508,0.26432883521578293,0.24733937596595001,0.18285298929288313,0.15729658550247877,0.1637251883762798,0.20537567720574162,0.24939720391368975,0.31942066625018356,0.339883716278924,0.2660719845201937,0.27414472299405845,0.2823546161852636,0.3098188310279487,0.328525458000441,0.34303222206187767,0.3599130558813308,0.3810236459639543,0.392836139426009
27,0.47651466531981923,0.49887097917017087,0.4426006145371356,0.37655193413194826,0.32605272013718817,0.281957157982514,0.24857853836747335,0.23285268177642726,0.2290309513286057,0.23820756919289413,0.25995423010587,0.26744614028131936,0.28468414115958196,0.2970264906450818,0.3140829444889044,0.33333962917095317,0.3462630863588525,0.36446304572215693,0.3865438460445535,0.3949335705531608
86,0.45109633030029644,0.3862137242763576,0.3540219276219295,0.3424000640072325,0.3111461862865955,0.2863839698547852,0.2767474637706515,0.2659841920012197,0.25913662286066375,0.2538408977934536,0.2514208519932036,0.2519927598750274,0.2530108672656271,0.3012906041060375,0.3188971156594166,0.336570493467928,0.3508130761996786,0.3699832458027561,0.3886412771717053,0.3949335705531608
146,0.42567799528077366,0.35695632047701586,0.346269007516057,0.3318842567841254,0.3127437758730485,0.3009788443077132,0.29038723805389677,0.281570494160819,0.27386037825522097,0.26797294135719485,0.26469782875906805,0.263605304828535,0.2676827417254453,0.3055547175669931,0.3237112868299288,0.33980135776490283,0.3553630660405047,0.3755034458833552,0.39073870829885715,0.3949335705531608
