trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
7,0.22102077112395077,0.17933890885504683,0.16156402371537826,0.13833391760440522,0.14996745198092515,0.17172453689044753,0.20472246411588266,0.2616880182960805,0.3094183900541844,0.35287614095373016,0.21542450407406116,0.24318521588816075,0.26428340338333844,0.2813082258006534
30,0.1834310447742422,0.17710742991664918,0.1710895030182292,0.1610591983329731,0.16234487460902114,0.16620666819083826,0.16924805057409675,0.1768752650591026,0.19680726812077703,0.21100413557782385,0.23183689454831344,0.26573703609699595,0.2966150399406348,0.31856193889659473
90,0.18206699946784374,0.17192629451622554,0.26666250099284255,0.25255513950621195,0.24041447659290202,0.2298305144872329,0.22073820264544794,0.2127745056487882,0.20651385392419616,0.2012149675304227,0.19808157547049035,0.19962013026874562,0.20680079960877076,0.31856193889659473
144,0.1807029541614453,0.1667451591158019,0.2533249347705062,0.24325821204129938,0.2327154926331016,0.22509027168254145,0.21587429254589374,0.2086235446268851,0.20249268972096052,0.1990121135998089,0.22063339567932555,0.23195176682604202,0.2440545127047121,0.31856193889659473
