trading_days_to_expiration,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
13,0.46351857116700484,0.3929640616760818,0.33984503110056286,0.2739381415511218,0.2805904593659307,0.2736923271568426,0.22619207275064457,0.22110224230085287,0.21447465516009542,0.20477630075667855,0.2036805222533176,0.19996450713349057,0.20081116413668892,0.19681970544180583,0.19842421219829842,0.20127816573407648,0.20219123059594224,0.20612517045872442,0.21314984094122338,0.21252558160757665,0.22660001127922225,0.24519526882251058,0.24925338186213375,0.2635699010440954,0.2696999625663806,0.28301904233558695,0.3108805359056329,0.3365396446397502
31,0.4458799437942741,0.33273224324072065,0.2883461489377344,0.2634097549805947,0.26197346092519164,0.25070330903414517,0.22838452744571447,0.2242899218278887,0.24868774191104193,0.2220520191969898,0.21358132802570837,0.20908889584829654,0.2059644436505051,0.2083935366240442,0.20735106630469646,0.211404553167667,0.2175921134910304,0.22581529629497454,0.20669990411734496,0.20867612707667055,0.21599586717829047,0.22570147833969484,0.22876748281166692,0.23457983078218203,0.24063987285749375,0.2899844157280984,0.31729531308916226,0.3365396446397502
73,0.4282413164215433,0.2725004248053595,0.23684726677490597,0.25288136841006764,0.24335646248445258,0.2277142909114478,0.23057698214078437,0.22747760135492456,0.22212677310996676,0.21211118940548634,0.21273054818634418,0.2105843044109667,0.20321501549359847,0.2073496082474945,0.2072426881701838,0.20485364335285336,0.20568892480825635,0.20433284133344448,0.20024996729346653,0.20482667254576445,0.2053917230773587,0.2062076878568791,0.20828158376120007,0.2055897605202687,0.21157978314860687,0.29694978912060993,0.3237100902726916,0.3365396446397502
137,0.41060268904881253,0.3061727279529612,0.25539270416301385,0.26673591388799917,0.2585243948206476,0.2756809416594322,0.2685789955947683,0.2517101292448747,0.2433602589939903,0.23398850327469364,0.22531210841816643,0.22081194139495564,0.21982387987651145,0.21598962823867585,0.21314500640918788,0.21518958169306177,0.21457350129625355,0.21408771276990501,0.21648676908890357,0.2176607714274876,0.22529349594993464,0.22773053485950642,0.23592574240264774,0.23764486154332465,0.2472994127420969,0.30391516251312145,0.3301248674562209,0.3365396446397502
