trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
12,0.26759091243445354,0.26314325886917783,0.24019192895979605,0.22991852123377982,0.2245307855993365,0.30008831034789996,0.2492989397932913,0.22605842600861883,0.20669568940325728,0.19145032100310222,0.1875094242681183,0.18661727430925595,0.1873368212952123,0.1936431183895082,0.2015669645656079,0.21086657891708355,0.21887141305579347,0.2446320936101817,0.2005450024990949,0.20216158895399908,0.20145593808393303,0.20862558136214074,0.20847724868378928,0.21195260462309365,0.211655534255395,0.21389550129861282,0.21827560192774043,0.2270763639608319,0.23702658972713467,0.25076107063147646,0.259909725729661,0.275887408459065,0.2863404207072312
32,0.26759091243445354,0.2616607076807526,0.23303566938614387,0.22887947184965848,0.22308122351589585,0.21203686372065272,0.21500627563710065,0.19895338932662335,0.2057283785811797,0.203581759536954,0.19769406990623822,0.196278816617943,0.19456238608593887,0.1946104075168389,0.19457887831877907,0.19413863193002842,0.19604490959006357,0.1959564918888147,0.1994837735215398,0.20169973355084064,0.20095563091029825,0.21149110195269938,0.21116800743216613,0.21595636141774274,0.2151828755488556,0.21968981311387858,0.2247598706963564,0.2376947345561308,0.2519619840475313,0.2712996279964807,0.2838741141687426,0.3056369703518487,0.3187915869348688
96,0.2661083612460283,0.25450444810710043,0.23199662000202254,0.22742990976621782,0.22343766254446046,0.22118414326624436,0.21526534705042036,0.20939667363101694,0.20619647338077973,0.20522481485932356,0.20531305830795576,0.20360082534617327,0.20400343101970794,0.20296050117101275,0.20286375736860518,0.20174781589946256,0.20285576233326266,0.20266746045420514,0.20308529976031595,0.20245655243120259,0.20289454018102346,0.20309573118703558,0.20394509103379546,0.20460085166847375,0.20230687766808128,0.20530706439050853,0.2058396227702341,0.2071558010863414,0.209683955901468,0.21198094885149776,0.21638828467349766,0.22143808825195604,0.22842372731485164
161,0.2646258100576031,0.24734818853344825,0.23095757061790118,0.22598034768277717,0.26176298644618023,0.23524154152976784,0.22570421787428627,0.22141712243463596,0.21641572797095115,0.21623389138828228,0.21345118439754526,0.21085839335859605,0.209016003388573,0.20703305108245543,0.20798820936371745,0.206610122236237,0.20652865703456624,0.20160623147665002,0.2026234443571575,0.2019562452575678,0.2057600607715821,0.20578648993541243,0.20794884782844456,0.20812819296193436,0.20810118948334705,0.2117913331591245,0.216457993365533,0.22209119540673802,0.23022251326647222,0.23594533729057937,0.24613784656628135,0.25388925447959365,0.22842372731485164
