trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
18,0.17328312143755084,0.1643109131736068,0.15503628653202228,0.14942252681921553,0.1417902262890494,0.14049528044217807,0.14936070350439792,0.16944550463218497,0.18309096379268971,0.18159977698071514,0.1878221922073844,0.20104100014647414,0.20648788067992566,0.20066665557356766
43,0.17258164275897023,0.16775794542502448,0.1611533788703998,0.15551108102784747,0.1531163984802311,0.15010945137221224,0.15233422429155466,0.15788860475427927,0.16653748588538542,0.17991956066672649,0.1903797984223762,0.20778391334945803,0.21386990135668796,0.20236267548379205
103,0.16982473289718242,0.22860823344858636,0.21795162014508784,0.20950739806241794,0.20056324686358545,0.19430937584465344,0.19014225560721182,0.18751227990861288,0.18496020960869244,0.18270697977740072,0.18755517374050631,0.19172383932640102,0.19727461575311883,0.20405869539401647
162,0.1670678230353946,0.19182225999030433,0.22455695345652085,0.21935493856267854,0.21038916554314635,0.20366088977494207,0.19651429216776248,0.1853016218506513,0.1832799932947038,0.18526458599239254,0.1942980869434902,0.19910586000316333,0.19897063566334325,0.20405869539401647
