trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
8,0.13650472346501732,0.10659444453337845,0.1048956337509109,0.10826059888001319,0.1312347122980299,0.17355048984236557,0.20380624087806704,0.23523501173842465,0.26189605570207186,0.18378136084650676,0.18881149661402424,0.2005942112131179,0.22045875186113362,0.25048249098739217,0.2662730611826536,0.28077943340692413,0.3001755674758186,0.31440566181658663
33,0.1290271537321076,0.19771472430726428,0.17419291472244425,0.1585622472635504,0.14640390097727635,0.14502344743826118,0.1488092993470528,0.15815709579536738,0.17805248752634825,0.19520081691062563,0.1991849951146122,0.21242555268306465,0.23807663149951375,0.2546177774833517,0.2701581557490875,0.2843198592928696,0.30546080353680155,0.31738728124318166
92,0.12154958399919788,0.16154852278938564,0.15418238149926755,0.14941923894729223,0.147037871840916,0.14617258389986706,0.14805219915828702,0.15360279514727168,0.160942448718269,0.1680644996128483,0.17693152827322442,0.18522299258437339,0.24221191799547323,0.2585028720497856,0.273698581635033,0.2896050953538526,0.3084424229633966,0.31738728124318166
152,0.11407201426628817,0.1568198880685729,0.15340701738827442,0.15164294597730357,0.1504603582291116,0.14927175900126124,0.1485574837720727,0.15016139344981166,0.17236190478238786,0.17843799811343627,0.18876286974317116,0.20284087222275352,0.24634720449143271,0.2623879666162196,0.2772390075209786,0.29489033141483556,0.3114240423899916,0.31738728124318166
