trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6
9,0.22567958495546,0.23023843410831424,0.23380790995112713,0.22930951194564905,0.23705179761803055,0.2378997616042894,0.2599187453069251,0.275570203152455,0.27516063882105435
28,0.27473725150730705,0.251543757126676,0.25635905117459157,0.2627186324560742,0.26466905524894274,0.26515932898091515,0.2683091770779243,0.26835925726413173,0.27526993063314564
71,0.27692113638846383,0.270133461735162,0.26627971970647896,0.2677559805904753,0.2630647086622674,0.2675844062931014,0.2684166286535562,0.26973334109416747,0.275379222445237
134,0.25357978524838903,0.2784701359142555,0.2783441168658494,0.2744652524044273,0.27214311041259104,0.27539815646476173,0.2739415432173792,0.27505134700896305,0.2754885142573283
