trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
4,0.24744512191281381,0.1450786670029928,0.12407933258367532,0.12236606329138694,0.14247006154710176,0.1904781922632694,0.25333258789843827,0.28983128167560673,0.32341689577834815,0.37858948395399183,0.4343044903939126,0.2149359098735894,0.22093790303350427,0.22045810593849016
24,0.192384221907427,0.1785548991159522,0.16618131754243531,0.16069134330676038,0.15920529787451895,0.1600262596937576,0.16909573965647057,0.17730274693824097,0.19016802492752394,0.28789092114864895,0.3201748007740737,0.21739180639268302,0.22670316817566807,0.22162017963438996
49,0.18639791665862304,0.18406453817669396,0.17383234664290376,0.17304566749813036,0.17348759082537185,0.17578446957554322,0.17905781727432735,0.18420884466605206,0.19040358339730004,0.1971923583433061,0.20604511115423474,0.2198477029117766,0.2324684333178319,0.22278225333028978
109,0.1657382918308079,0.24699048833269407,0.23884300122236946,0.23075797744331195,0.22262917724081807,0.21600751064703852,0.21297191410482208,0.21088449526168118,0.2115674258489609,0.21496037381419497,0.21248001335449582,0.21517263789134045,0.21929603224259034,0.2239443270261896
