trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
1,0.2128432671051538,0.18185437572499005,0.17787302639774807,0.46959368727638456,0.15797952367950843,0.07502426116659718,0.14082154400341218,0.2688920000197611,0.3933035312871874,0.5167354232335815,0.1452792175115314,0.14339396580481553,0.1552261119373302,0.15731698120784438,0.1766511432648277,0.19245341145548314,0.236737353180819
21,0.2128432671051538,0.17606312708257732,0.17548159060172824,0.15032838077613575,0.14896286853635543,0.12679460933334014,0.1308626726780615,0.12796039607724943,0.12625748927268013,0.1233999989478874,0.12671421505454944,0.13701020648660783,0.1570973586922017,0.16094766556156712,0.19039335084940978,0.2125476934448614,0.2448005730928049
86,0.19343687300981555,0.18265589798978774,0.18162899682607178,0.17601283396581444,0.17447129214420876,0.16755238356485058,0.16746399305187437,0.1618455008855465,0.16209131211468453,0.15577048472591382,0.15616148444123093,0.1514836184275872,0.15005561250039887,0.14916672809566353,0.15226484747672658,0.2206109133568473,0.2448005730928049
151,0.1876456243674028,0.1802644621937679,0.3256113420512282,0.16699617882266143,0.18729773591015816,0.1859326326384399,0.17901794345125205,0.17482191531468536,0.16942947312604573,0.16384421996851337,0.14977772512302323,0.1533548651824587,0.1536862968541216,0.16290893568024561,0.17235912946610485,0.22867413326883315,0.2448005730928049
