trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8
3,0.37220029114088776,0.22905604883425562,0.1569734754361424,0.07618019953680193,0.11569142884913257,0.17847348796880463,0.25702304133587955,0.3350208153057508,0.4138497951666464,0.233341703234309,0.23553289146972456,0.25322177548224073
23,0.23074772044303857,0.20474861566452093,0.1864283445164458,0.17350379813524813,0.16879316990861745,0.16783726020447798,0.17227290302860845,0.19076790674714011,0.3128205505518188,0.22914330775364267,0.24000788527466493,0.25759122368355847
46,0.23442845112242205,0.22554013756790853,0.21454961664301314,0.20316774300711246,0.19903145590905819,0.19379045767963707,0.1971180438908148,0.20237310386585225,0.2117913059369912,0.2249449122729763,0.24448287907960528,0.2619606718848762
106,0.23174224997833884,0.31451176484916754,0.3021552288295368,0.28789587940280953,0.274620875144758,0.26237109632831135,0.25291334970308105,0.24350127994175153,0.23754009871497536,0.2310578976647842,0.24885232728092302,0.2619606718848762
