trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11
6,0.17565344449971648,0.1589388658399206,0.15159601444741316,0.15781401550863242,0.19755678009707975,0.23544019134062588,0.2870103891884515,0.31783813143232176,0.3510792222491567,0.3989343255526741,0.2260477545403221,0.2309147081811316,0.23020551983078458
26,0.1908676071498499,0.1821808115082909,0.17868100302981257,0.18027271953428403,0.18264315208682785,0.1855426301640432,0.18675985622582214,0.19816144488206494,0.2800229106221297,0.30850333993974444,0.22624451222951641,0.2367079548081992,0.23101614288511324
51,0.20152334004836536,0.19904758679933363,0.19599957099804974,0.19447740622210388,0.19273704864480892,0.19905101645795784,0.20061244936851755,0.2038238995416445,0.20896659899510261,0.2180723543268148,0.2264412699187107,0.2425012014352668,0.23182676593944188
111,0.18023110294414296,0.24359095116026427,0.2390358686203208,0.23346108368571417,0.23240424258531547,0.2272568836437484,0.2257627161967686,0.22501175234250867,0.2262192461208206,0.22585099685112783,0.225121461554064,0.22939489677645591,0.23263738899377054
