trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
20,0.20186874944328118,0.20466731916746767,0.19593618209901892,0.22595333872452247,0.204469023680867,0.19922543384121927,0.1930868390120499,0.19087718443492782,0.19472252104732882,0.1918037447375572,0.19833415731843768,0.20410591018939658,0.215318614769602,0.22837636755855267,0.24680095134953534,0.2626738211342014,0.19907202783230663,0.20178270191746445,0.20615411140530424,0.20765823788099844,0.21481755053413054,0.22125682117610007,0.22213411457981588,0.23253703852425817,0.2417543729855597,0.27230597995594974,0.2832934624903258
40,0.20186874944328118,0.2056001757421965,0.19686991194477288,0.1950181336511879,0.1889710771725728,0.18607694019313947,0.18634437366941248,0.18633610286863894,0.18939236718213667,0.1879801422983842,0.1910372383277383,0.19268975989671425,0.19460306992592716,0.19714023970056407,0.20083859696768966,0.2023238380451752,0.20643395841285997,0.21005867617163085,0.2153520037839868,0.21752117161687087,0.22660628041748454,0.23656728210175298,0.23560930091373453,0.24953927290794745,0.26058813177334,0.276211929350153,0.28565397353705
100,0.20280160601801,0.1812146786463301,0.1865951394178797,0.18517586731797364,0.1835540494876021,0.18233632065608454,0.18057941804177943,0.18000905753216817,0.18000982885803382,0.1803880666097816,0.18149101274693638,0.1820380450357368,0.1821533939354729,0.1833148725130958,0.18271703099680853,0.1843481666711999,0.18523075340913162,0.18775832664793907,0.18793237040925356,0.19124009076742252,0.19063589932479427,0.19518374191197857,0.1985325697568796,0.2040868554099991,0.26449408116754325,0.27857244039687723,0.28565397353705
164,0.20373446259273884,0.1885754303726745,0.19031587362585708,0.1917575914667357,0.191188091570923,0.1863924509090632,0.1854951432670995,0.18266927176188316,0.18214529282658157,0.181438620834115,0.1811614978663819,0.19867832990266943,0.20526488074701277,0.21505791193131557,0.22269542606550496,0.19171009725175325,0.19350672766329802,0.19695621902662164,0.197795304145126,0.20302882065077651,0.20594636025044719,0.2086589282458972,0.2155348041405689,0.2229206141977794,0.2684000305617465,0.28093295144360153,0.28565397353705
