trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3,0.5243470063521383,0.4391667584713024,0.3646310379522103,0.19484526854481915,0.13783689968149998,0.17091082526014165,0.22512529118435978,0.3188981798068935,0.41329206990611517,0.5442526351700813,0.557740450150447,0.2878628189021904,0.29501896406818356,0.31735206165686464,0.3535660693507733,0.3665629608034656,0.39090180988609347,0.40766705780390416,0.4238522163258921,0.4348328756031229
23,0.5030519443819292,0.4337615356755758,0.3749602963727864,0.32548794092810956,0.2769757905184126,0.24795406405709158,0.23514449378135385,0.2287142032033313,0.2461642084762586,0.26355406607242626,0.29739811504696506,0.3126357926561195,0.32593101898481064,0.3465340316289745,0.3559100819247062,0.37011392042971875,0.39783110637155167,0.410945708281355,0.4281543856740711,0.4370590389128068
82,0.4817568824117203,0.35028371319539237,0.3288645377389242,0.30756688150266503,0.2906644116653098,0.2777538558175852,0.26619698792976376,0.2580499821691023,0.25621467287575056,0.25371555135724466,0.2553451326445789,0.25706709717784515,0.25898812171264496,0.3488780442029074,0.3594610415509593,0.37704321691517695,0.4011097568490025,0.415247877629534,0.430380548983755,0.4370590389128068
142,0.46046182044151135,0.341538089691603,0.32216992158005225,0.3070062883252804,0.29502829935171043,0.28552802357188634,0.27765925034259137,0.27151818360979774,0.26684507409119335,0.26400065765194036,0.2630898451482613,0.2641069091515565,0.2881700916847548,0.3512220567768404,0.36301200117721244,0.3839725134006352,0.4043884073264533,0.41955004697771303,0.43260671229343894,0.4370590389128068
