trading_days_to_expiration,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
15,0.44221701503401034,0.43153222193070306,0.28573861853149113,0.32018669892336415,0.373626168163743,0.21765661267703987,0.2778227680822666,0.20009610012844448,0.19284551863802507,0.19844157035697454,0.1934654188534722,0.20292669762040622,0.1944212625886551,0.20079202913938857,0.19516957663332526,0.19661100193054398,0.20079861163482912,0.2054169774736217,0.2181122122274209,0.21603917900385197,0.23005453215240926,0.24813255760816152,0.2478053229757804,0.2625352626685882,0.26719177487678486,0.27789559393738217,0.2996772279856062,0.327243324402487
33,0.4395458167581835,0.3599349537333192,0.28939211706367995,0.2971747747913565,0.3091998038066136,0.23380706651673988,0.25310699474963455,0.2186892110940029,0.20597107616343996,0.24168919943597988,0.22360669425558063,0.2056252687468619,0.20140533640831207,0.2007982693538315,0.20219520040420216,0.204978212248638,0.20886660914852156,0.21495927924226785,0.22853404287407458,0.2107583632701422,0.2176648083325981,0.2282689715634319,0.22855998514268933,0.23579925156531256,0.24004858909094473,0.28334100244943816,0.30656875208982637,0.327243324402487
75,0.4368746184823567,0.28833768553593536,0.2930456155958687,0.27416285065934887,0.24477343944948424,0.24995752035643992,0.22839122141700255,0.23728232205956137,0.21909663368885482,0.22231391080499763,0.21332985860672102,0.2077626486146771,0.21064864969607422,0.20513508652571813,0.20767852658807265,0.20529091847641712,0.20668172018638298,0.20435252162101858,0.20506841674858578,0.20547754753643244,0.20527508451278698,0.2084053855187023,0.20931464730959823,0.20906324046203698,0.21290540330510463,0.28878641096149416,0.3134602761940466,0.327243324402487
139,0.4342034202065299,0.28703815203371325,0.30661615725961644,0.32389450941154596,0.23121502606326205,0.26389014421935325,0.2810826527988779,0.28252961856106495,0.2637920557133805,0.2471048268211667,0.24050550079418923,0.22411988845741107,0.21946226957055084,0.2174912401189905,0.21420848861120956,0.21218842148198713,0.21083798736696552,0.21064424710926274,0.20955762891203344,0.21145758335833104,0.21374758222788487,0.22810535424724135,0.23592495498909322,0.23812750766941093,0.2454004986212434,0.2942318194735502,0.3203518002982668,0.327243324402487
