trading_days_to_expiration,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
5,0.7113716792151854,0.83134345570602,0.5238932012388595,0.44079385344681776,0.3370753725668493,0.48750771943385485,0.3213989181298306,0.2826693865029203,0.27423757755394523,0.15523659364276693,0.18588346920268387,0.14935319458146926,0.1399863396904144,0.1333005507568061,0.13865496732596894,0.16640214050629437,0.1755978180692566,0.22055149848023614,0.23962788661822554,0.2918184170656991,0.28909280981792135,0.3347396761895467,0.35178141632443005,0.361720256472448,0.3926185965338055,0.40583847959421365,0.18595510637806437
29,0.7413646233378941,0.7544808920892299,0.5031183642908491,0.41486423322682564,0.31114575234685715,0.20565045161801815,0.2036950113580346,0.18079310962530973,0.17461100439562013,0.17028609641985365,0.16331580604094795,0.157174286313284,0.15329577052275664,0.15207929823174882,0.1532057610735554,0.15350660362219018,0.15429567205579484,0.165250074401004,0.1713407002579243,0.18329807125796116,0.1933365977714143,0.1950343484755771,0.2063545476298598,0.20498608974305962,0.2909833643665807,0.2992241961581353,0.1927730469757588
64,0.7713575674606027,0.6776183284724397,0.48234352734283864,0.3889346130068335,0.22100982659883842,0.22407833797659066,0.2024403988072453,0.2018346039503181,0.1973075561216319,0.19259684181363232,0.18800287243867406,0.18430947400991074,0.18028422361539498,0.1789537844705062,0.17768780631568984,0.17648851480844394,0.17595975528957639,0.176537682219566,0.1774353860566161,0.17997089207317823,0.18254680711579724,0.18617761585628764,0.18672814058922424,0.1895812377224675,0.18934813219935587,0.19260991272205688,0.19959098757345328
123,0.8013505115833113,0.6007557648556496,0.4615686903948282,0.3630049927868414,0.3542587730163467,0.2077729743650715,0.2009863850510802,0.19898151862648894,0.19331820910606312,0.1941043854674874,0.19157787795403314,0.18876841480487036,0.1881874106782616,0.18629601449695773,0.1868617188841021,0.18510105071650126,0.1842420992945964,0.18505968169570297,0.1821530981839744,0.18320700929417202,0.18210810115080295,0.18211244735767781,0.18147053890300227,0.18097310911965947,0.1818103666812462,0.1791371657803699,0.19959098757345328
