trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4
12,0.2871851430438007,0.254523210714687,0.24201515017507527,0.23616888640532988,0.23051241947969317,0.23574164770382136,0.2425687102736226,0.24892217559480362,0.2701377613820738
31,0.25750023793964344,0.24284018169162724,0.25058177131848924,0.25407954579106723,0.2517507981625402,0.2552642867765943,0.25809051282416157,0.26065600244451226,0.26784561039760535
74,0.25650789553132464,0.24846217187970457,0.24899462918636409,0.24925563776964016,0.24930877395769221,0.25266876343723227,0.2530014995139945,0.26434581325866147,0.26555345941313685
137,0.2555155531230058,0.2626194619348271,0.259368181146547,0.27438856554174657,0.2676125329924238,0.2669741817628074,0.26003054898134226,0.2724299123665423,0.27134971068599856
