trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
22,0.23009926343384843,0.20744826005988085,0.1867507378736697,0.17008108814408635,0.15672533880491304,0.1587939608735012,0.1528548974824938,0.15286106748006895,0.15719010195021305,0.15357187880223772,0.1553164132254351,0.15409678827779988,0.1577022297073347,0.1634736182762183,0.18250065013004493,0.1949930701089993,0.21043303927851528,0.22695024891136414,0.25701355811458776,0.27514566079987335,0.29579607435988514,0.3220235824654776,0.3329890810217285,0.3825515584525407,0.37413159856844264
41,0.21820429674834207,0.19260194206927744,0.17423215115134144,0.170073497607253,0.16491816828008143,0.16206931784663156,0.15736362404743492,0.16311152939638007,0.1586309167787285,0.15975593061473176,0.15940273835065993,0.16013643380564385,0.1628860390749122,0.16584318711740786,0.17837207085505505,0.1880037224427663,0.1980748286558383,0.2094654713540948,0.22897995647522676,0.2803082641898763,0.30235295138628326,0.3247649571045403,0.34537970037943155,0.38044656848151615,0.37413159856844264
81,0.19479376204863716,0.18934050478520664,0.1802692239556018,0.17298773408235568,0.17001583515563437,0.17030156404927,0.16815784950801677,0.16816473249501965,0.16770907477888405,0.16646739033878313,0.16702871641068304,0.1661760793334878,0.1680698484424897,0.1682127559585974,0.17424349158006516,0.1810143747765333,0.18571661803316133,0.19198069379682545,0.20094635483586576,0.2854708675798793,0.30890982841268133,0.327506331743603,0.3577703197371346,0.37834157851049166,0.37413159856844264
141,0.201121011054259,0.18371317805850057,0.17991794159769778,0.17675948737638225,0.17748183151091595,0.17586661077831992,0.17569815199434208,0.17522050582448898,0.17563390308818336,0.17247246159467697,0.17725323669654802,0.17564714756174027,0.17429213996796705,0.17892509516779612,0.1798444185061371,0.18414178088756938,0.20633343347226274,0.2244971259557066,0.23804600781786955,0.2906334709698822,0.31546670543907945,0.33024770638266576,0.3701609390948376,0.3762365885394672,0.37413159856844264
