trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
3,0.7867519437430209,0.5164266884218096,0.39314057607422837,0.25374182180203114,0.17993122314937576,0.1661249204195605,0.16878157070084354,0.1829279899474742,0.21581627120827937,0.2218530386942538,0.2811892414509963,0.30437014130933104,0.3706356677488678,0.38810800690900576,0.4309213986464484,0.4730665653454969,0.5171304196565212,0.5582018718836286,0.605083080339601,0.2690357589779887,0.2762222743086475,0.280150354094307,0.2853167919820406,0.2927942854534856,0.300242657185113,0.3045833993493786
18,0.36165116002187847,0.37084454819956625,0.28500778233751034,0.2609724953919993,0.2522650756097353,0.23978018749798755,0.24030202573925452,0.25284102224131505,0.2765210248128983,0.2961796036926662,0.3226055084502938,0.3552529829707273,0.40145017524102766,0.3221288152406866,0.3475551771724271,0.37036399710803747,0.39587606903258565,0.41938995391697204,0.4482185732012586,0.2827507949222224,0.2945449194169579,0.3000254945308877,0.3089999173073388,0.3213664870956212,0.33237666428658413,0.3354608595084506
38,0.3515568296172959,0.31531385828077535,0.2857021763501103,0.2699188457560038,0.25729934091474865,0.25320128786285084,0.25130504032847484,0.250389957719993,0.24665292576265146,0.25497460062345517,0.24717275803412891,0.25071776291665654,0.2556973210069718,0.2561496235723675,0.2641889556984059,0.26766142887057803,0.27462171840865013,0.2805780359503155,0.29135406606291614,0.29646583086645606,0.3128675645252683,0.3199006349674685,0.3326830426326369,0.34993868873775685,0.3645106713880552,0.3663383196675226
98,0.3047188483141425,0.29225819894558225,0.27668938982292834,0.2689392594139473,0.2639894009150199,0.26347320121246104,0.2594564931710335,0.2586875194936739,0.25588627318740403,0.25989781563970177,0.25348362334244817,0.252104093793423,0.25234679488277717,0.24766730356860805,0.25070827352647057,0.2516250565802477,0.254474667461602,0.2541540389564903,0.255320723033755,0.25789962920033704,0.2602752136577262,0.2616336666567424,0.26422208381135,0.26810865008364193,0.2737059391903066,0.3663383196675226
