trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8
13,0.24404040452259826,0.1970291427063747,0.15648126343554947,0.1305855638618353,0.12893553649204825,0.14027282037726063,0.16601901316408,0.20686845431292525,0.1982851686918621,0.20369551047886092,0.21947135474785076,0.25701588906625156
36,0.21281228401836735,0.19041924758688347,0.1728070536827417,0.16080810975268964,0.15080623430157306,0.14452058996590433,0.150146701000711,0.16154641253406912,0.18487930135225258,0.20925286638216342,0.2343623556778804,0.26456706686237524
96,0.2075512369143698,0.2736819031675654,0.2570515302781252,0.24247971579519437,0.23037856784767327,0.21619821165457295,0.20649957098869767,0.1966089377544537,0.19258079867225592,0.18968935288779148,0.24191353347400413,0.26456706686237524
150,0.20229018981037225,0.21508158330155744,0.19381854706998025,0.2541950837520364,0.24832270914407073,0.23784323075504804,0.22486705343446595,0.21169103603147163,0.19813815457555842,0.20458035381782114,0.24946471127012781,0.26456706686237524
