trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
15,0.3589841393349999,0.35119437938227915,0.3297330388659828,0.32857351201133644,0.3382565276799975,0.3361734776336741,0.33401626401701223,0.3379703524331805,0.34112219853752695,0.3434287255359147,0.3378966017908562,0.3347282624216912,0.3581108631238181,0.36780356914104345,0.28131761707529035
39,0.3243196180632225,0.312682626878214,0.3149091287358786,0.31048149398620883,0.3168868026923269,0.3114199653409451,0.31674897200776764,0.3100078332598642,0.3171377731629579,0.31736444413811216,0.31240226714746766,0.312526015813133,0.32441574377989624,0.32691604804351215,0.28172821114438057
58,0.3209204188720089,0.2956300674879443,0.3116144762694193,0.31113607961924367,0.2949230036992965,0.2887645920032698,0.29192386522807845,0.29954314514387265,0.2931533477883888,0.29130016274030957,0.2869079325040791,0.29032376920457476,0.2907206244359744,0.2860285269459809,0.2821388052134708
121,0.33605739912714405,0.3103235516210627,0.31252594306824655,0.29331787978328205,0.3078862270083599,0.2979523942201615,0.2890428392480905,0.28651675858338854,0.2833441556036147,0.28064681158356447,0.28102690873640745,0.2847612387607974,0.2812227446962518,0.28090702300620013,0.282549399282561
