trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
2,0.1741540858073415,0.24317244865087506,0.10682687504556014,0.09670765189980977,0.1639711733238202,0.22841264871711667,0.30556195427340943,0.3826866951472567,0.46001405390770034,0.5379307438275961,0.616637736451484,0.21194091738153079,0.2183504861509148,0.22070070154801846
22,0.1741540858073415,0.16291091305343913,0.15139891420881132,0.14812801304120177,0.15007349139795256,0.15128197872331467,0.1607376619014006,0.17118719698939677,0.19222879336302792,0.36591432867362006,0.41018205968043786,0.21384759273166054,0.22424092828325093,0.2224525295300085
47,0.17391276936056407,0.16648903920115987,0.16345486834775164,0.16764049778632173,0.16935511041866233,0.1678455900613303,0.17312773634082226,0.17634938313510423,0.18297590445821163,0.19389791351964403,0.20372638290939166,0.21575426808179032,0.23013137041558707,0.2242043575119985
107,0.20854260900571958,0.23507066248158445,0.22481197964264063,0.21617776753781845,0.21118272208011907,0.20869258610011587,0.20618760860368432,0.21010323172408144,0.20901467724069564,0.20988158328658818,0.210034242031401,0.21246004401857865,0.21894887356602846,0.2259561854939885
