trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
12,0.2482359249418826,0.196369851302883,0.1546304816360151,0.12973307582080001,0.12916450060185905,0.14590582535899074,0.1779342217456753,0.22318157817210826,0.18716414958600675,0.19095652951977943,0.2037695790294234,0.22451161740237163,0.2637725649896197
35,0.23526940653213269,0.21356695380325175,0.1905872509628605,0.17095116243446265,0.15972177189889536,0.15161394323764488,0.1472665759553776,0.1534949464892721,0.16711908787986174,0.19241216705820938,0.2157404804413236,0.24581369533690275,0.2697588548738587
95,0.2223028881223828,0.19392146308083952,0.26463823140598014,0.24690291960832048,0.23170889389292704,0.21755385806947367,0.20482705252878394,0.19690799690020194,0.18804525444291956,0.17982777620562299,0.18190746153330942,0.2517999852211417,0.2697588548738587
149,0.20933636971263292,0.17427597235842732,0.19718565361339008,0.25562940957862096,0.24321197053637475,0.23194206721695568,0.21690997010979096,0.20720921129215172,0.1895008919813495,0.1917986776175232,0.20320953946784054,0.2577862751053807,0.2697588548738587
