trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7
14,0.31307064137695945,0.23081857263981992,0.20116378705444898,0.1983265859190591,0.1945488947007902,0.18230901241424488,0.17944651041011714,0.17649633290399702,0.17898303546864247,0.18826345996674682,0.20287266188007613,0.21744151930321162,0.18947636432071657,0.18798766426167487
34,0.31307064137695945,0.2574552892724801,0.1918100697671043,0.17874899458009053,0.17669234690998348,0.1732984651358357,0.1715643999635096,0.16946236052813893,0.16825544277096194,0.1727448457176034,0.1783833513358811,0.20359682964201886,0.19018675720280687,0.1916103913994127
59,0.31307064137695945,0.28409200590514033,0.2687660508810234,0.25149716207800066,0.23793021553447208,0.22719489794113276,0.21620025270348556,0.20617252402577205,0.19910529059196244,0.1950604409540092,0.19146725699362957,0.18975213998082607,0.19089715008489716,0.1952331185371505
117,0.2516561889740163,0.2396616704369175,0.2282694315012627,0.22422410890500574,0.21762712487027114,0.21154379318396757,0.2051771624515729,0.2002934980937869,0.19547763426218503,0.1935614688978655,0.19055465409122832,0.18876597143862628,0.18436493712393706,0.1952331185371505
