trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
19,0.2532533659399291,0.22938648709761625,0.2080742921857951,0.186134070787332,0.1712802412345335,0.1637204040023243,0.16567721582953152,0.1830978973282162,0.2088140359660156,0.2368663295378563,0.26994479159741164,0.30203070807008214,0.3330362419423487,0.3531933084339178
34,0.24728664622935087,0.23228789664991276,0.22078832178756838,0.20558125882793157,0.1978986307674464,0.1904916946264988,0.18696928927309436,0.20952697865801734,0.21926711194233284,0.22976461198461018,0.24516928821787584,0.26159578401882566,0.338075508565241,0.3531933084339178
79,0.24131992651877265,0.3196965910635766,0.30302609996795177,0.2891182253291363,0.2717527689835073,0.25686738341299503,0.24641465323478623,0.23595605998781846,0.22972018791865004,0.22266289443136403,0.22039378483834005,0.22116085996756923,0.34311477518813327,0.3531933084339178
133,0.23535320680819447,0.30835817419211525,0.2965526488710871,0.2847300971953351,0.2721122457446206,0.2605172888274962,0.2496219657862386,0.24009735756634742,0.23287604141399015,0.24630384301438785,0.2612122464542111,0.27709855095495894,0.3481540418110255,0.3531933084339178
