trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7
10,0.2662053218352833,0.204168504644808,0.15882876392474019,0.12376828371229963,0.12442135672177962,0.1468497343490736,0.1716973585398806,0.21512191527454547,0.2057700099418011,0.19930302657097787,0.19147662682669897
30,0.29921770432069983,0.18786098835372292,0.16766281146494827,0.1541652443236082,0.14383345919060977,0.1400277248494731,0.14744331363737503,0.19874818324330915,0.19299837409611614,0.19246773308589976,0.19439872043963763
55,0.3322300868061163,0.29969800021516824,0.2708820821170978,0.24735526499112925,0.22527927345081966,0.208469177266927,0.190265794656769,0.1823744512120728,0.18022673825043115,0.18563243960082162,0.19732081405257632
109,0.2681992957254622,0.3066662265443525,0.2890415276555368,0.27394545968620226,0.260028484814497,0.2438653507858915,0.23149564730578182,0.2185416457874861,0.206138320056056,0.1885545332137603,0.19732081405257632
