trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
5,0.4693280881553091,0.43132219345811285,0.3749850405678066,0.310402486312746,0.2139196601808638,0.2003911102369372,0.194877135303249,0.2038533821477565,0.2179075410380446,0.22477959884029763,0.2641406215447481,0.3016433600903025,0.34640657115427625,0.3878964412600747,0.42517229281173397,0.2539038154286281,0.2550195769336662,0.25668806310571707,0.2744858199879894,0.2918714087104636,0.31039621083340174
30,0.30975064463458096,0.28459304198030405,0.2592099898798366,0.24043542654020159,0.2291908518264788,0.2247597346449604,0.22180022725377416,0.22010653768829488,0.21933490915429255,0.21913517189309906,0.2194793878925563,0.26742232763222434,0.2911711542364311,0.31303598929579673,0.33563689537562214,0.2515152499236519,0.25606895055984236,0.2615505987206789,0.27852216281416375,0.29652786024552635,0.31500216035980805
49,0.28621836980638987,0.26801833417595217,0.2521069534381066,0.25155087316852276,0.24053618770753857,0.23691622190228623,0.23448759236067393,0.2325464862433165,0.23147568029199425,0.2319384321727544,0.2311841823447382,0.23320129517414614,0.2359357373185859,0.23817553733151872,0.24610149793951025,0.2491266844186756,0.2571183241860185,0.2664131343356407,0.28255850564033813,0.3011843117805891,0.31960810988621435
109,0.35877028163225133,0.3215016873718794,0.3439378415739291,0.32827931973907537,0.30822137796953075,0.29657268636480794,0.28959331264272986,0.2843683623621171,0.28111691426383284,0.2751852079922227,0.27079347789680086,0.26665851695083287,0.2627674123919302,0.2600081038820176,0.25629238093360435,0.2539702033074901,0.25182552749075526,0.27044947716181506,0.28721495717540085,0.3057902613069954,0.31960810988621435
