trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
20,0.4775275605066068,0.3968523581262111,0.34254882446142615,0.27800915103095575,0.23760704573676333,0.2182036834140724,0.21427086955968455,0.22903577076260967,0.25159175187576927,0.29507898094737145,0.3060421584482586,0.32328777014180266,0.3351283504293881,0.3479234232213809,0.3769729941725931,0.3882116827522871,0.4116846362880772,0.4269912723145908,0.45080213941602987
44,0.3821522654185057,0.3234557721026612,0.2931014824665444,0.26636659348866076,0.24450290397737204,0.229603836430363,0.2195448768321379,0.2153906856017201,0.21912040859449367,0.2706783162267066,0.27723080935855393,0.28754824306426363,0.3383271186273863,0.35518581595918397,0.3797826663175166,0.39407992113623463,0.4155112952947056,0.4329439890899506,0.45080213941602987
79,0.34470581054397764,0.3273779086110645,0.30244610150949347,0.2842037695037477,0.26543398731573126,0.2563265298563756,0.24808507933315524,0.24493495974350596,0.24321038801624978,0.24627765150604164,0.24841946026884923,0.2518087159867246,0.34152588682538454,0.362448208696987,0.3825923384624401,0.39994815952018214,0.419337954301334,0.4388967058653103,0.45080213941602987
139,0.3269995570435153,0.3122689027185503,0.30181380927878654,0.28712594942801684,0.278224525927387,0.2691784289862938,0.26279850266098675,0.2582866189735061,0.2537944519082694,0.25292496699391676,0.2539014422716844,0.2934685332080563,0.34472465502338273,0.36971060143479006,0.3854020106073636,0.4058163979041297,0.4231646133079624,0.44484942264067007,0.45080213941602987
