trading_days_to_expiration,-1,0,1,2,3,4
27,0.37151250387821694,0.3748998985027922,0.365711064452956,0.3668353240533821,0.36960858569019855,0.3806139873287653
46,0.37121947030086777,0.36485652305527305,0.3643305641962466,0.35881172410237894,0.36138200786993874,0.35831844155566317
89,0.3657666250897027,0.36351948658468186,0.3612180529297938,0.365962401587525,0.3622041492857622,0.36014411019202736
152,0.3694224246374986,0.36705496183835334,0.3620637937959802,0.3631634331888175,0.36372101476223445,0.36259349133922547
